"","Year","Area","Cancer.Type","Age.Adjusted.Rate","Case.Count","Population"
"536",2009,"Iowa","Oral Cavity and Pharynx","11.6","416",3032870
"537",2009,"Kansas","Oral Cavity and Pharynx","11","336",2832704
"538",2009,"Kentucky","Oral Cavity and Pharynx","13.7","677",4317074
"539",2009,"Louisiana","Oral Cavity and Pharynx","13.2","635",4491648
"540",2009,"Maine","Oral Cavity and Pharynx","12.2","206",1329590
"541",2009,"Maryland","Oral Cavity and Pharynx","10.7","671",5730388
"542",2009,"Massachusetts","Oral Cavity and Pharynx","11.7","876",6517613
"543",2009,"Michigan","Oral Cavity and Pharynx","11.2","1268",9901591
"544",2009,"Minnesota","Oral Cavity and Pharynx","12.2","696",5281203
"545",2009,"Mississippi","Oral Cavity and Pharynx","13.9","440",2958774
"546",2009,"Missouri","Oral Cavity and Pharynx","11.2","762",5961088
"547",2009,"Montana","Oral Cavity and Pharynx","12.8","151",983982
"548",2009,"Nebraska","Oral Cavity and Pharynx","10.9","220",1812683
"549",2009,"Nevada","Oral Cavity and Pharynx","10.9","306",2684665
"550",2009,"New Hampshire","Oral Cavity and Pharynx","11.5","178",1316102
"551",2009,"New Jersey","Oral Cavity and Pharynx","10.8","1063",8755602
"552",2009,"New Mexico","Oral Cavity and Pharynx","10.3","232",2036802
"553",2009,"New York","Oral Cavity and Pharynx","10.6","2298",19307066
"554",2009,"North Carolina","Oral Cavity and Pharynx","12.5","1298",9449566
"555",2009,"North Dakota","Oral Cavity and Pharynx","12.2","94",664968
"556",2009,"Ohio","Oral Cavity and Pharynx","10.1","1357",11528896
"557",2009,"Oklahoma","Oral Cavity and Pharynx","12.7","524",3717572
"558",2009,"Oregon","Oral Cavity and Pharynx","11","489",3808600
"559",2009,"Pennsylvania","Oral Cavity and Pharynx","11.1","1704",12666858
"560",2009,"Rhode Island","Oral Cavity and Pharynx","11.1","135",1053646
"561",2009,"South Carolina","Oral Cavity and Pharynx","12.5","650",4589872
"562",2009,"South Dakota","Oral Cavity and Pharynx","11.4","104",807067
"563",2009,"Tennessee","Oral Cavity and Pharynx","12.5","894",6306019
"564",2009,"Texas","Oral Cavity and Pharynx","10.7","2530",24801761
"565",2009,"United States","Oral Cavity and Pharynx","11.3","38170",306771529
"566",2009,"Utah","Oral Cavity and Pharynx","7.6","168",2723421
"567",2009,"Vermont","Oral Cavity and Pharynx","12.3","97",624817
"568",2009,"Virginia","Oral Cavity and Pharynx","10.5","897",7925937
"569",2009,"Washington","Oral Cavity and Pharynx","11.6","840",6667426
"570",2009,"West Virginia","Oral Cavity and Pharynx","10.1","239",1847775
"571",2009,"Wisconsin","Oral Cavity and Pharynx","11.5","732",5669264
"572",2009,"Wyoming","Oral Cavity and Pharynx","8.8","52",559851
"573",2010,"Alabama","Oral Cavity and Pharynx","13.3","729",4785437
"574",2010,"Alaska","Oral Cavity and Pharynx","10","71",713910
"575",2010,"Arizona","Oral Cavity and Pharynx","8.7","614",6407172
"576",2010,"Arkansas","Oral Cavity and Pharynx","12.8","428",2921964
"577",2010,"California","Oral Cavity and Pharynx","10.5","3957",37319502
"578",2010,"Colorado","Oral Cavity and Pharynx","11.2","580",5047349
"579",2010,"Connecticut","Oral Cavity and Pharynx","10.4","440",3579114
"580",2010,"Delaware","Oral Cavity and Pharynx","12.8","134",899593
"581",2010,"District of Columbia","Oral Cavity and Pharynx","11.1","69",605226
"582",2010,"Florida","Oral Cavity and Pharynx","13.6","3275",18845537
"583",2010,"Georgia","Oral Cavity and Pharynx","11.6","1119",9711881
"584",2010,"Hawaii","Oral Cavity and Pharynx","10.8","172",1363963
"585",2010,"Idaho","Oral Cavity and Pharynx","13.9","230",1570746
"586",2010,"Illinois","Oral Cavity and Pharynx","11.5","1599",12840503
"587",2010,"Indiana","Oral Cavity and Pharynx","11.7","848",6490432
"588",2010,"Iowa","Oral Cavity and Pharynx","12.7","452",3050745
"589",2010,"Kansas","Oral Cavity and Pharynx","10.7","337",2858190
"590",2010,"Kentucky","Oral Cavity and Pharynx","13.2","669",4348181
"591",2010,"Louisiana","Oral Cavity and Pharynx","12.8","631",4544532
"592",2010,"Maine","Oral Cavity and Pharynx","12.3","218",1327629
"593",2010,"Maryland","Oral Cavity and Pharynx","10.7","673",5788645
"594",2010,"Massachusetts","Oral Cavity and Pharynx","11.6","901",6566307
"595",2010,"Michigan","Oral Cavity and Pharynx","11.8","1367",9877510
"596",2010,"Minnesota","Oral Cavity and Pharynx","11.7","696",5310828
"597",2010,"Mississippi","Oral Cavity and Pharynx","13.4","433",2970548
"598",2010,"Missouri","Oral Cavity and Pharynx","11.5","795",5995974
"599",2010,"Montana","Oral Cavity and Pharynx","12.2","146",990697
"600",2010,"Nebraska","Oral Cavity and Pharynx","11.7","245",1829542
"601",2010,"Nevada","Oral Cavity and Pharynx","10.1","294",2702405
"602",2010,"New Hampshire","Oral Cavity and Pharynx","11.7","187",1316762
"603",2010,"New Jersey","Oral Cavity and Pharynx","10.2","1031",8799446
"604",2010,"New Mexico","Oral Cavity and Pharynx","9.2","219",2064552
"605",2010,"New York","Oral Cavity and Pharynx","10.6","2325",19399878
"606",2010,"North Carolina","Oral Cavity and Pharynx","11.6","1238",9574323
"607",2010,"North Dakota","Oral Cavity and Pharynx","11","86",674715
"608",2010,"Ohio","Oral Cavity and Pharynx","10.9","1472",11539336
"609",2010,"Oklahoma","Oral Cavity and Pharynx","13.8","582",3759944
"610",2010,"Oregon","Oral Cavity and Pharynx","9.8","451",3837491
"611",2010,"Pennsylvania","Oral Cavity and Pharynx","11.4","1777",12711160
"612",2010,"Rhode Island","Oral Cavity and Pharynx","13.9","173",1053959
"613",2010,"South Carolina","Oral Cavity and Pharynx","12.2","656",4635649
"614",2010,"South Dakota","Oral Cavity and Pharynx","11.9","112",816166
"615",2010,"Tennessee","Oral Cavity and Pharynx","12.3","898",6355311
"616",2010,"Texas","Oral Cavity and Pharynx","10.4","2499",25241971
"617",2010,"United States","Oral Cavity and Pharynx","11.3","39053",309321666
"618",2010,"Utah","Oral Cavity and Pharynx","7.7","177",2775332
"619",2010,"Vermont","Oral Cavity and Pharynx","11.9","94",625879
"620",2010,"Virginia","Oral Cavity and Pharynx","10.6","928",8023699
"621",2010,"Washington","Oral Cavity and Pharynx","12","887",6742830
"622",2010,"West Virginia","Oral Cavity and Pharynx","12.8","310",1854239
"623",2010,"Wisconsin","Oral Cavity and Pharynx","11.5","757",5690475
"624",2010,"Wyoming","Oral Cavity and Pharynx","11.3","72",564487
"625",2011,"Alabama","Oral Cavity and Pharynx","12.5","691",4799069
"626",2011,"Alaska","Oral Cavity and Pharynx","12.8","86",722128
"627",2011,"Arizona","Oral Cavity and Pharynx","9.7","704",6472643
"628",2011,"Arkansas","Oral Cavity and Pharynx","12.7","439",2940667
"629",2011,"California","Oral Cavity and Pharynx","10.4","4019",37638369
"630",2011,"Colorado","Oral Cavity and Pharynx","10.6","573",5121108
"631",2011,"Connecticut","Oral Cavity and Pharynx","11.7","506",3588283
"632",2011,"Delaware","Oral Cavity and Pharynx","12.1","135",907381
"633",2011,"District of Columbia","Oral Cavity and Pharynx","12.2","74",619800
"634",2011,"Florida","Oral Cavity and Pharynx","13.4","3301",19053237
"635",2011,"Georgia","Oral Cavity and Pharynx","12.5","1253",9802431
"636",2011,"Hawaii","Oral Cavity and Pharynx","10.1","166",1379329
"637",2011,"Idaho","Oral Cavity and Pharynx","12.8","215",1583910
"638",2011,"Illinois","Oral Cavity and Pharynx","12.3","1741",12867454
"639",2011,"Indiana","Oral Cavity and Pharynx","11.9","874",6516528
"640",2011,"Iowa","Oral Cavity and Pharynx","12.1","441",3066336
"641",2011,"Kansas","Oral Cavity and Pharynx","11.4","357",2869225
"642",2011,"Kentucky","Oral Cavity and Pharynx","14.4","728",4369821
"643",2011,"Louisiana","Oral Cavity and Pharynx","13.1","658",4575625
"644",2011,"Maine","Oral Cavity and Pharynx","11.6","208",1328284
"645",2011,"Maryland","Oral Cavity and Pharynx","10.4","682",5839419
"646",2011,"Massachusetts","Oral Cavity and Pharynx","11.6","903",6613583
"647",2011,"Michigan","Oral Cavity and Pharynx","12.2","1434",9882412
"648",2011,"Minnesota","Oral Cavity and Pharynx","12.5","749",5346143
"649",2011,"Mississippi","Oral Cavity and Pharynx","13.2","437",2978731
"650",2011,"Missouri","Oral Cavity and Pharynx","12.2","864",6010275
"651",2011,"Montana","Oral Cavity and Pharynx","11.9","146",997316
"652",2011,"Nebraska","Oral Cavity and Pharynx","12.2","250",1840672
"653",2011,"Nevada","Oral Cavity and Pharynx","11.1","331",2712730
"654",2011,"New Hampshire","Oral Cavity and Pharynx","12.7","203",1320202
"655",2011,"New Jersey","Oral Cavity and Pharynx","10.5","1071",8828117
"656",2011,"New Mexico","Oral Cavity and Pharynx","10.3","246",2080450
"657",2011,"New York","Oral Cavity and Pharynx","10.6","2361",19499241
"658",2011,"North Carolina","Oral Cavity and Pharynx","12.5","1366",9657592
"659",2011,"North Dakota","Oral Cavity and Pharynx","11.9","92",685225
"660",2011,"Ohio","Oral Cavity and Pharynx","11.3","1556",11544663
"661",2011,"Oklahoma","Oral Cavity and Pharynx","12.4","527",3788379
"662",2011,"Oregon","Oral Cavity and Pharynx","11.7","548",3872036
"663",2011,"Pennsylvania","Oral Cavity and Pharynx","12","1878",12745815
"664",2011,"Rhode Island","Oral Cavity and Pharynx","9.9","128",1053649
"665",2011,"South Carolina","Oral Cavity and Pharynx","12.4","679",4671994
"666",2011,"South Dakota","Oral Cavity and Pharynx","12.9","123",823579
"667",2011,"Tennessee","Oral Cavity and Pharynx","12.2","900",6399291
"668",2011,"Texas","Oral Cavity and Pharynx","11","2759",25645629
"669",2011,"United States","Oral Cavity and Pharynx","11.6","40738",311556874
"670",2011,"Utah","Oral Cavity and Pharynx","8.3","194",2814384
"671",2011,"Vermont","Oral Cavity and Pharynx","9.5","77",627049
"672",2011,"Virginia","Oral Cavity and Pharynx","10.4","939",8101155
"673",2011,"Washington","Oral Cavity and Pharynx","11.6","887",6826627
"674",2011,"West Virginia","Oral Cavity and Pharynx","12.7","308",1856301
"675",2011,"Wisconsin","Oral Cavity and Pharynx","12.6","851",5705288
"676",2011,"Wyoming","Oral Cavity and Pharynx","12.1","80",567299
"677",2012,"Alabama","Oral Cavity and Pharynx","13.2","754",4815588
"678",2012,"Alaska","Oral Cavity and Pharynx","14.5","100",730443
"679",2012,"Arizona","Oral Cavity and Pharynx","8.6","645",6554978
"680",2012,"Arkansas","Oral Cavity and Pharynx","12.5","430",2952164
"681",2012,"California","Oral Cavity and Pharynx","10.5","4147",37948800
"682",2012,"Colorado","Oral Cavity and Pharynx","9.7","539",5192647
"683",2012,"Connecticut","Oral Cavity and Pharynx","11.6","516",3594547
"684",2012,"Delaware","Oral Cavity and Pharynx","11.3","126",915179
"685",2012,"District of Columbia","Oral Cavity and Pharynx","12.2","78",634924
"686",2012,"Florida","Oral Cavity and Pharynx","13.6","3472",19297822
"687",2012,"Georgia","Oral Cavity and Pharynx","12.2","1254",9901430
"688",2012,"Hawaii","Oral Cavity and Pharynx","12.9","210",1394804
"689",2012,"Idaho","Oral Cavity and Pharynx","11.7","203",1595324
"690",2012,"Illinois","Oral Cavity and Pharynx","12","1732",12882510
"691",2012,"Indiana","Oral Cavity and Pharynx","12.3","918",6537703
"692",2012,"Iowa","Oral Cavity and Pharynx","12.2","455",3076190
"693",2012,"Kansas","Oral Cavity and Pharynx","11.9","391",2885257
"694",2012,"Kentucky","Oral Cavity and Pharynx","13.6","696",4386346
"695",2012,"Louisiana","Oral Cavity and Pharynx","12.5","637",4600972
"696",2012,"Maine","Oral Cavity and Pharynx","13","238",1327729
"697",2012,"Maryland","Oral Cavity and Pharynx","10.8","728",5886992
"698",2012,"Massachusetts","Oral Cavity and Pharynx","12.9","1019",6663005
"699",2012,"Michigan","Oral Cavity and Pharynx","10.9","1320",9897145
"700",2012,"Minnesota","Oral Cavity and Pharynx","11.4","708",5376643
"701",2012,"Mississippi","Oral Cavity and Pharynx","12.5","420",2983816
"702",2012,"Missouri","Oral Cavity and Pharynx","12.2","878",6024367
"703",2012,"Montana","Oral Cavity and Pharynx","11.3","145",1003783
"704",2012,"Nebraska","Oral Cavity and Pharynx","9.6","207",1853303
"705",2012,"Nevada","Oral Cavity and Pharynx","9.8","302",2743996
"706",2012,"New Hampshire","Oral Cavity and Pharynx","11.3","193",1324232
"707",2012,"New Jersey","Oral Cavity and Pharynx","10.2","1072",8844942
"708",2012,"New Mexico","Oral Cavity and Pharynx","9.5","232",2087309
"709",2012,"New York","Oral Cavity and Pharynx","10.6","2398",19572932
"710",2012,"North Carolina","Oral Cavity and Pharynx","12.8","1445",9749476
"711",2012,"North Dakota","Oral Cavity and Pharynx","11","91",701176
"712",2012,"Ohio","Oral Cavity and Pharynx","11.3","1577",11548923
"713",2012,"Oklahoma","Oral Cavity and Pharynx","13.2","565",3818814
"714",2012,"Oregon","Oral Cavity and Pharynx","12.3","576",3899001
"715",2012,"Pennsylvania","Oral Cavity and Pharynx","11.8","1907",12767118
"716",2012,"Rhode Island","Oral Cavity and Pharynx","11","136",1054621
"717",2012,"South Carolina","Oral Cavity and Pharynx","12.7","719",4717354
"718",2012,"South Dakota","Oral Cavity and Pharynx","12.2","122",833566
"719",2012,"Tennessee","Oral Cavity and Pharynx","12.7","963",6453898
"720",2012,"Texas","Oral Cavity and Pharynx","10.7","2757",26084481
"721",2012,"United States","Oral Cavity and Pharynx","11.5","41369",313830990
"722",2012,"Utah","Oral Cavity and Pharynx","9.7","229",2853375
"723",2012,"Vermont","Oral Cavity and Pharynx","12.3","103",626090
"724",2012,"Virginia","Oral Cavity and Pharynx","10.4","964",8185080
"725",2012,"Washington","Oral Cavity and Pharynx","11.6","900",6897058
"726",2012,"West Virginia","Oral Cavity and Pharynx","11.7","285",1856872
"727",2012,"Wisconsin","Oral Cavity and Pharynx","11.8","805",5719960
"728",2012,"Wyoming","Oral Cavity and Pharynx","9.4","62",576305
