"","Year","Area","Cancer.Type","Age.Adjusted.Rate","Death.Count","Population"
"497",2008,"Nevada","Liver and Intrahepatic Bile Duct",5.2,139,2653630
"498",2008,"New Hampshire","Liver and Intrahepatic Bile Duct",3.7,54,1315906
"499",2008,"New Jersey","Liver and Intrahepatic Bile Duct",5.1,495,8711090
"500",2008,"New Mexico","Liver and Intrahepatic Bile Duct",7.4,161,2010662
"501",2008,"New York","Liver and Intrahepatic Bile Duct",5.7,1220,19212436
"502",2008,"North Carolina","Liver and Intrahepatic Bile Duct",5.3,524,9309449
"503",2008,"North Dakota","Liver and Intrahepatic Bile Duct",4.5,36,657569
"504",2008,"Ohio","Liver and Intrahepatic Bile Duct",4.8,648,11515391
"505",2008,"Oklahoma","Liver and Intrahepatic Bile Duct",5.5,222,3668976
"506",2008,"Oregon","Liver and Intrahepatic Bile Duct",5.3,235,3768748
"507",2008,"Pennsylvania","Liver and Intrahepatic Bile Duct",5.2,812,12612285
"508",2008,"Rhode Island","Liver and Intrahepatic Bile Duct",5.2,64,1055003
"509",2008,"South Carolina","Liver and Intrahepatic Bile Duct",5.1,253,4528996
"510",2008,"South Dakota","Liver and Intrahepatic Bile Duct",4,37,799124
"511",2008,"Tennessee","Liver and Intrahepatic Bile Duct",5.3,362,6247411
"512",2008,"Texas","Liver and Intrahepatic Bile Duct",7.4,1613,24309039
"513",2008,"United States","Liver and Intrahepatic Bile Duct",5.6,18213,304093966
"514",2008,"Utah","Liver and Intrahepatic Bile Duct",3.4,69,2663029
"515",2008,"Vermont","Liver and Intrahepatic Bile Duct",4.8,34,624151
"516",2008,"Virginia","Liver and Intrahepatic Bile Duct",5.1,406,7833496
"517",2008,"Washington","Liver and Intrahepatic Bile Duct",5.9,411,6562231
"518",2008,"West Virginia","Liver and Intrahepatic Bile Duct",4.7,111,1840310
"519",2008,"Wisconsin","Liver and Intrahepatic Bile Duct",4.7,298,5640996
"520",2008,"Wyoming","Liver and Intrahepatic Bile Duct",4.9,28,546043
"521",2009,"Alabama","Liver and Intrahepatic Bile Duct",6,320,4757938
"522",2009,"Alaska","Liver and Intrahepatic Bile Duct",5.5,34,698895
"523",2009,"Arizona","Liver and Intrahepatic Bile Duct",5.4,372,6343154
"524",2009,"Arkansas","Liver and Intrahepatic Bile Duct",6.3,211,2896843
"525",2009,"California","Liver and Intrahepatic Bile Duct",7,2541,36961229
"526",2009,"Colorado","Liver and Intrahepatic Bile Duct",4.9,236,4972195
"527",2009,"Connecticut","Liver and Intrahepatic Bile Duct",4.9,206,3561807
"528",2009,"Delaware","Liver and Intrahepatic Bile Duct",6,64,891730
"529",2009,"District of Columbia","Liver and Intrahepatic Bile Duct",8,47,592228
"530",2009,"Florida","Liver and Intrahepatic Bile Duct",5.8,1409,18652644
"531",2009,"Georgia","Liver and Intrahepatic Bile Duct",5.3,485,9620846
"532",2009,"Hawaii","Liver and Intrahepatic Bile Duct",6.9,109,1346717
"533",2009,"Idaho","Liver and Intrahepatic Bile Duct",3.3,55,1554439
"534",2009,"Illinois","Liver and Intrahepatic Bile Duct",5.4,732,12796778
"535",2009,"Indiana","Liver and Intrahepatic Bile Duct",4.7,337,6459325
"536",2009,"Iowa","Liver and Intrahepatic Bile Duct",4.6,170,3032870
"537",2009,"Kansas","Liver and Intrahepatic Bile Duct",4.6,147,2832704
"538",2009,"Kentucky","Liver and Intrahepatic Bile Duct",5.4,261,4317074
"539",2009,"Louisiana","Liver and Intrahepatic Bile Duct",7.6,363,4491648
"540",2009,"Maine","Liver and Intrahepatic Bile Duct",4.7,80,1329590
"541",2009,"Maryland","Liver and Intrahepatic Bile Duct",5.6,341,5730388
"542",2009,"Massachusetts","Liver and Intrahepatic Bile Duct",6.1,459,6517613
"543",2009,"Michigan","Liver and Intrahepatic Bile Duct",4.9,557,9901591
"544",2009,"Minnesota","Liver and Intrahepatic Bile Duct",4.6,266,5281203
"545",2009,"Mississippi","Liver and Intrahepatic Bile Duct",6,189,2958774
"546",2009,"Missouri","Liver and Intrahepatic Bile Duct",5.6,391,5961088
"547",2009,"Montana","Liver and Intrahepatic Bile Duct",3.8,44,983982
"548",2009,"Nebraska","Liver and Intrahepatic Bile Duct",4.5,94,1812683
"549",2009,"Nevada","Liver and Intrahepatic Bile Duct",5.7,151,2684665
"550",2009,"New Hampshire","Liver and Intrahepatic Bile Duct",4.2,63,1316102
"551",2009,"New Jersey","Liver and Intrahepatic Bile Duct",5.5,542,8755602
"552",2009,"New Mexico","Liver and Intrahepatic Bile Duct",6.3,140,2036802
"553",2009,"New York","Liver and Intrahepatic Bile Duct",5.9,1266,19307066
"554",2009,"North Carolina","Liver and Intrahepatic Bile Duct",5.2,528,9449566
"555",2009,"North Dakota","Liver and Intrahepatic Bile Duct",3.4,28,664968
"556",2009,"Ohio","Liver and Intrahepatic Bile Duct",5,669,11528896
"557",2009,"Oklahoma","Liver and Intrahepatic Bile Duct",6.3,263,3717572
"558",2009,"Oregon","Liver and Intrahepatic Bile Duct",6,273,3808600
"559",2009,"Pennsylvania","Liver and Intrahepatic Bile Duct",5.4,857,12666858
"560",2009,"Rhode Island","Liver and Intrahepatic Bile Duct",6.3,81,1053646
"561",2009,"South Carolina","Liver and Intrahepatic Bile Duct",6.2,320,4589872
"562",2009,"South Dakota","Liver and Intrahepatic Bile Duct",4,39,807067
"563",2009,"Tennessee","Liver and Intrahepatic Bile Duct",6.3,443,6306019
"564",2009,"Texas","Liver and Intrahepatic Bile Duct",7.4,1664,24801761
"565",2009,"United States","Liver and Intrahepatic Bile Duct",5.8,19352,306771529
"566",2009,"Utah","Liver and Intrahepatic Bile Duct",3.7,77,2723421
"567",2009,"Vermont","Liver and Intrahepatic Bile Duct",7,50,624817
"568",2009,"Virginia","Liver and Intrahepatic Bile Duct",5.6,473,7925937
"569",2009,"Washington","Liver and Intrahepatic Bile Duct",6.3,442,6667426
"570",2009,"West Virginia","Liver and Intrahepatic Bile Duct",4.5,105,1847775
"571",2009,"Wisconsin","Liver and Intrahepatic Bile Duct",5.1,328,5669264
"572",2009,"Wyoming","Liver and Intrahepatic Bile Duct",5.1,30,559851
"573",2010,"Alabama","Liver and Intrahepatic Bile Duct",5.8,325,4785437
"574",2010,"Alaska","Liver and Intrahepatic Bile Duct",4.6,28,713910
"575",2010,"Arizona","Liver and Intrahepatic Bile Duct",5.4,388,6407172
"576",2010,"Arkansas","Liver and Intrahepatic Bile Duct",6.6,224,2921964
"577",2010,"California","Liver and Intrahepatic Bile Duct",7.2,2694,37319502
"578",2010,"Colorado","Liver and Intrahepatic Bile Duct",4.7,232,5047349
"579",2010,"Connecticut","Liver and Intrahepatic Bile Duct",5.3,228,3579114
"580",2010,"Delaware","Liver and Intrahepatic Bile Duct",7.1,74,899593
"581",2010,"District of Columbia","Liver and Intrahepatic Bile Duct",9.4,58,605226
"582",2010,"Florida","Liver and Intrahepatic Bile Duct",5.7,1443,18845537
"583",2010,"Georgia","Liver and Intrahepatic Bile Duct",5.6,513,9711881
"584",2010,"Hawaii","Liver and Intrahepatic Bile Duct",7.4,124,1363963
"585",2010,"Idaho","Liver and Intrahepatic Bile Duct",4.5,75,1570746
"586",2010,"Illinois","Liver and Intrahepatic Bile Duct",5.9,813,12840503
"587",2010,"Indiana","Liver and Intrahepatic Bile Duct",4.7,343,6490432
"588",2010,"Iowa","Liver and Intrahepatic Bile Duct",4.1,153,3050745
"589",2010,"Kansas","Liver and Intrahepatic Bile Duct",4.6,151,2858190
"590",2010,"Kentucky","Liver and Intrahepatic Bile Duct",5.3,263,4348181
"591",2010,"Louisiana","Liver and Intrahepatic Bile Duct",6.9,341,4544532
"592",2010,"Maine","Liver and Intrahepatic Bile Duct",6,108,1327629
"593",2010,"Maryland","Liver and Intrahepatic Bile Duct",5.8,369,5788645
"594",2010,"Massachusetts","Liver and Intrahepatic Bile Duct",6.6,499,6566307
"595",2010,"Michigan","Liver and Intrahepatic Bile Duct",5.7,672,9877510
"596",2010,"Minnesota","Liver and Intrahepatic Bile Duct",5.1,304,5310828
"597",2010,"Mississippi","Liver and Intrahepatic Bile Duct",7.2,232,2970548
"598",2010,"Missouri","Liver and Intrahepatic Bile Duct",5.8,408,5995974
"599",2010,"Montana","Liver and Intrahepatic Bile Duct",5,63,990697
"600",2010,"Nebraska","Liver and Intrahepatic Bile Duct",5,103,1829542
"601",2010,"Nevada","Liver and Intrahepatic Bile Duct",6.2,169,2702405
"602",2010,"New Hampshire","Liver and Intrahepatic Bile Duct",4.6,71,1316762
"603",2010,"New Jersey","Liver and Intrahepatic Bile Duct",5.8,586,8799446
"604",2010,"New Mexico","Liver and Intrahepatic Bile Duct",5.9,134,2064552
"605",2010,"New York","Liver and Intrahepatic Bile Duct",5.9,1303,19399878
"606",2010,"North Carolina","Liver and Intrahepatic Bile Duct",5.1,541,9574323
"607",2010,"North Dakota","Liver and Intrahepatic Bile Duct",3,25,674715
"608",2010,"Ohio","Liver and Intrahepatic Bile Duct",5.3,730,11539336
"609",2010,"Oklahoma","Liver and Intrahepatic Bile Duct",5,214,3759944
"610",2010,"Oregon","Liver and Intrahepatic Bile Duct",5.9,272,3837491
"611",2010,"Pennsylvania","Liver and Intrahepatic Bile Duct",5.4,886,12711160
"612",2010,"Rhode Island","Liver and Intrahepatic Bile Duct",5.8,76,1053959
"613",2010,"South Carolina","Liver and Intrahepatic Bile Duct",5.7,301,4635649
"614",2010,"South Dakota","Liver and Intrahepatic Bile Duct",5.2,51,816166
"615",2010,"Tennessee","Liver and Intrahepatic Bile Duct",5.7,412,6355311
"616",2010,"Texas","Liver and Intrahepatic Bile Duct",7.5,1747,25241971
"617",2010,"United States","Liver and Intrahepatic Bile Duct",5.9,20304,309321666
"618",2010,"Utah","Liver and Intrahepatic Bile Duct",4.1,92,2775332
"619",2010,"Vermont","Liver and Intrahepatic Bile Duct",6.3,50,625879
"620",2010,"Virginia","Liver and Intrahepatic Bile Duct",5.3,457,8023699
"621",2010,"Washington","Liver and Intrahepatic Bile Duct",6.1,441,6742830
"622",2010,"West Virginia","Liver and Intrahepatic Bile Duct",5.1,123,1854239
"623",2010,"Wisconsin","Liver and Intrahepatic Bile Duct",5.6,364,5690475
"624",2010,"Wyoming","Liver and Intrahepatic Bile Duct",5.2,31,564487
"625",2011,"Alabama","Liver and Intrahepatic Bile Duct",5.9,325,4799069
"626",2011,"Alaska","Liver and Intrahepatic Bile Duct",7.3,44,722128
"627",2011,"Arizona","Liver and Intrahepatic Bile Duct",6.4,476,6472643
"628",2011,"Arkansas","Liver and Intrahepatic Bile Duct",6.9,241,2940667
"629",2011,"California","Liver and Intrahepatic Bile Duct",7.3,2790,37638369
"630",2011,"Colorado","Liver and Intrahepatic Bile Duct",5.8,307,5121108
"631",2011,"Connecticut","Liver and Intrahepatic Bile Duct",5.7,248,3588283
"632",2011,"Delaware","Liver and Intrahepatic Bile Duct",6,67,907381
"633",2011,"District of Columbia","Liver and Intrahepatic Bile Duct",8.9,57,619800
"634",2011,"Florida","Liver and Intrahepatic Bile Duct",5.7,1494,19053237
"635",2011,"Georgia","Liver and Intrahepatic Bile Duct",5.3,514,9802431
"636",2011,"Hawaii","Liver and Intrahepatic Bile Duct",7.8,129,1379329
"637",2011,"Idaho","Liver and Intrahepatic Bile Duct",5,85,1583910
"638",2011,"Illinois","Liver and Intrahepatic Bile Duct",5.8,815,12867454
"639",2011,"Indiana","Liver and Intrahepatic Bile Duct",5.2,381,6516528
"640",2011,"Iowa","Liver and Intrahepatic Bile Duct",5.2,195,3066336
"641",2011,"Kansas","Liver and Intrahepatic Bile Duct",4.8,161,2869225
"642",2011,"Kentucky","Liver and Intrahepatic Bile Duct",6,303,4369821
"643",2011,"Louisiana","Liver and Intrahepatic Bile Duct",8.3,415,4575625
"644",2011,"Maine","Liver and Intrahepatic Bile Duct",4.3,77,1328284
"645",2011,"Maryland","Liver and Intrahepatic Bile Duct",6.3,414,5839419
"646",2011,"Massachusetts","Liver and Intrahepatic Bile Duct",6.3,489,6613583
"647",2011,"Michigan","Liver and Intrahepatic Bile Duct",5.5,659,9882412
"648",2011,"Minnesota","Liver and Intrahepatic Bile Duct",5.1,306,5346143
"649",2011,"Mississippi","Liver and Intrahepatic Bile Duct",7.2,236,2978731
"650",2011,"Missouri","Liver and Intrahepatic Bile Duct",6.1,435,6010275
"651",2011,"Montana","Liver and Intrahepatic Bile Duct",4.2,54,997316
"652",2011,"Nebraska","Liver and Intrahepatic Bile Duct",5.3,112,1840672
"653",2011,"Nevada","Liver and Intrahepatic Bile Duct",5.6,161,2712730
"654",2011,"New Hampshire","Liver and Intrahepatic Bile Duct",5,81,1320202
"655",2011,"New Jersey","Liver and Intrahepatic Bile Duct",5.6,568,8828117
"656",2011,"New Mexico","Liver and Intrahepatic Bile Duct",6.2,151,2080450
"657",2011,"New York","Liver and Intrahepatic Bile Duct",5.9,1327,19499241
"658",2011,"North Carolina","Liver and Intrahepatic Bile Duct",5.7,634,9657592
"659",2011,"North Dakota","Liver and Intrahepatic Bile Duct",3.9,31,685225
"660",2011,"Ohio","Liver and Intrahepatic Bile Duct",5.5,767,11544663
"661",2011,"Oklahoma","Liver and Intrahepatic Bile Duct",6.4,273,3788379
"662",2011,"Oregon","Liver and Intrahepatic Bile Duct",6,290,3872036
"663",2011,"Pennsylvania","Liver and Intrahepatic Bile Duct",5.4,896,12745815
"664",2011,"Rhode Island","Liver and Intrahepatic Bile Duct",7,89,1053649
"665",2011,"South Carolina","Liver and Intrahepatic Bile Duct",6.1,326,4671994
"666",2011,"South Dakota","Liver and Intrahepatic Bile Duct",4,41,823579
"667",2011,"Tennessee","Liver and Intrahepatic Bile Duct",6.6,487,6399291
"668",2011,"Texas","Liver and Intrahepatic Bile Duct",8.2,2003,25645629
"669",2011,"United States","Liver and Intrahepatic Bile Duct",6.1,21608,311556874
"670",2011,"Utah","Liver and Intrahepatic Bile Duct",5.1,116,2814384
"671",2011,"Vermont","Liver and Intrahepatic Bile Duct",4.8,37,627049
"672",2011,"Virginia","Liver and Intrahepatic Bile Duct",5.6,495,8101155
"673",2011,"Washington","Liver and Intrahepatic Bile Duct",6.7,509,6826627
"674",2011,"West Virginia","Liver and Intrahepatic Bile Duct",5.2,128,1856301
"675",2011,"Wisconsin","Liver and Intrahepatic Bile Duct",5.1,345,5705288
"676",2011,"Wyoming","Liver and Intrahepatic Bile Duct",3.6,24,567299
"677",2012,"Alabama","Liver and Intrahepatic Bile Duct",7,403,4815588
"678",2012,"Alaska","Liver and Intrahepatic Bile Duct",4.5,33,730443
"679",2012,"Arizona","Liver and Intrahepatic Bile Duct",6,458,6554978
"680",2012,"Arkansas","Liver and Intrahepatic Bile Duct",6.6,235,2952164
"681",2012,"California","Liver and Intrahepatic Bile Duct",7.8,3080,37948800
"682",2012,"Colorado","Liver and Intrahepatic Bile Duct",5.2,286,5192647
"683",2012,"Connecticut","Liver and Intrahepatic Bile Duct",6.1,266,3594547
"684",2012,"Delaware","Liver and Intrahepatic Bile Duct",6.4,72,915179
"685",2012,"District of Columbia","Liver and Intrahepatic Bile Duct",10.3,64,634924
"686",2012,"Florida","Liver and Intrahepatic Bile Duct",5.8,1556,19297822
"687",2012,"Georgia","Liver and Intrahepatic Bile Duct",6.2,621,9901430
"688",2012,"Hawaii","Liver and Intrahepatic Bile Duct",8.2,143,1394804
"689",2012,"Idaho","Liver and Intrahepatic Bile Duct",5.1,92,1595324
"690",2012,"Illinois","Liver and Intrahepatic Bile Duct",5.8,834,12882510
"691",2012,"Indiana","Liver and Intrahepatic Bile Duct",6.1,453,6537703
"692",2012,"Iowa","Liver and Intrahepatic Bile Duct",5,196,3076190
"693",2012,"Kansas","Liver and Intrahepatic Bile Duct",5.5,184,2885257
"694",2012,"Kentucky","Liver and Intrahepatic Bile Duct",6.4,332,4386346
"695",2012,"Louisiana","Liver and Intrahepatic Bile Duct",7.7,392,4600972
"696",2012,"Maine","Liver and Intrahepatic Bile Duct",5.4,99,1327729
"697",2012,"Maryland","Liver and Intrahepatic Bile Duct",6.6,440,5886992
"698",2012,"Massachusetts","Liver and Intrahepatic Bile Duct",6.2,501,6663005
"699",2012,"Michigan","Liver and Intrahepatic Bile Duct",5.7,701,9897145
"700",2012,"Minnesota","Liver and Intrahepatic Bile Duct",5.5,338,5376643
"701",2012,"Mississippi","Liver and Intrahepatic Bile Duct",7.4,251,2983816
"702",2012,"Missouri","Liver and Intrahepatic Bile Duct",6.5,472,6024367
"703",2012,"Montana","Liver and Intrahepatic Bile Duct",4.6,60,1003783
"704",2012,"Nebraska","Liver and Intrahepatic Bile Duct",4.6,98,1853303
"705",2012,"Nevada","Liver and Intrahepatic Bile Duct",4.7,144,2743996
"706",2012,"New Hampshire","Liver and Intrahepatic Bile Duct",5.5,93,1324232
"707",2012,"New Jersey","Liver and Intrahepatic Bile Duct",5.5,580,8844942
"708",2012,"New Mexico","Liver and Intrahepatic Bile Duct",7.6,180,2087309
"709",2012,"New York","Liver and Intrahepatic Bile Duct",6.3,1442,19572932
"710",2012,"North Carolina","Liver and Intrahepatic Bile Duct",5.9,661,9749476
"711",2012,"North Dakota","Liver and Intrahepatic Bile Duct",4.1,35,701176
"712",2012,"Ohio","Liver and Intrahepatic Bile Duct",5.8,826,11548923
"713",2012,"Oklahoma","Liver and Intrahepatic Bile Duct",5.8,257,3818814
"714",2012,"Oregon","Liver and Intrahepatic Bile Duct",6.9,337,3899001
"715",2012,"Pennsylvania","Liver and Intrahepatic Bile Duct",6.2,1030,12767118
"716",2012,"Rhode Island","Liver and Intrahepatic Bile Duct",6.4,87,1054621
"717",2012,"South Carolina","Liver and Intrahepatic Bile Duct",5.9,335,4717354
"718",2012,"South Dakota","Liver and Intrahepatic Bile Duct",5.8,57,833566
"719",2012,"Tennessee","Liver and Intrahepatic Bile Duct",7,533,6453898
"720",2012,"Texas","Liver and Intrahepatic Bile Duct",7.9,1986,26084481
"721",2012,"United States","Liver and Intrahepatic Bile Duct",6.3,22972,313830990
"722",2012,"Utah","Liver and Intrahepatic Bile Duct",4.6,105,2853375
"723",2012,"Vermont","Liver and Intrahepatic Bile Duct",3.8,33,626090
"724",2012,"Virginia","Liver and Intrahepatic Bile Duct",5.8,526,8185080
"725",2012,"Washington","Liver and Intrahepatic Bile Duct",7,542,6897058
"726",2012,"West Virginia","Liver and Intrahepatic Bile Duct",4.6,118,1856872
"727",2012,"Wisconsin","Liver and Intrahepatic Bile Duct",5.4,366,5719960
"728",2012,"Wyoming","Liver and Intrahepatic Bile Duct",5.8,39,576305
