"","Year","Area","Cancer.Type","Age.Adjusted.Rate","Death.Count","Population"
"502",2008,"North Carolina","Female Breast",22.9,1254,4771376
"503",2008,"North Dakota","Female Breast",22,93,326131
"504",2008,"Ohio","Female Breast",25.1,1849,5896594
"505",2008,"Oklahoma","Female Breast",23.1,505,1854771
"506",2008,"Oregon","Female Breast",22,524,1903535
"507",2008,"Pennsylvania","Female Breast",23.8,2108,6473295
"508",2008,"Rhode Island","Female Breast",21,148,545412
"509",2008,"South Carolina","Female Breast",24.6,664,2325047
"510",2008,"South Dakota","Female Breast",23.3,117,400236
"511",2008,"Tennessee","Female Breast",22.7,857,3203115
"512",2008,"Texas","Female Breast",21.9,2608,12249936
"513",2008,"United States","Female Breast",22.6,40589,154604015
"514",2008,"Utah","Female Breast",20.5,219,1325631
"515",2008,"Vermont","Female Breast",16.9,68,316722
"516",2008,"Virginia","Female Breast",23.8,1070,3988983
"517",2008,"Washington","Female Breast",21.1,788,3293162
"518",2008,"West Virginia","Female Breast",23.4,301,934911
"519",2008,"Wisconsin","Female Breast",20.6,721,2842268
"520",2008,"Wyoming","Female Breast",16.8,52,267982
"521",2009,"Alabama","Female Breast",22,645,2448159
"522",2009,"Alaska","Female Breast",28.1,72,337002
"523",2009,"Arizona","Female Breast",19.8,716,3189908
"524",2009,"Arkansas","Female Breast",23.2,414,1475013
"525",2009,"California","Female Breast",22.3,4413,18583075
"526",2009,"Colorado","Female Breast",19.6,513,2480710
"527",2009,"Connecticut","Female Breast",21.1,503,1828779
"528",2009,"Delaware","Female Breast",20.3,114,459795
"529",2009,"District of Columbia","Female Breast",29.2,98,311828
"530",2009,"Florida","Female Breast",21.3,2776,9534289
"531",2009,"Georgia","Female Breast",24.5,1221,4917756
"532",2009,"Hawaii","Female Breast",15.7,130,673075
"533",2009,"Idaho","Female Breast",22.5,185,775398
"534",2009,"Illinois","Female Breast",22.7,1719,6520723
"535",2009,"Indiana","Female Breast",23.2,892,3281477
"536",2009,"Iowa","Female Breast",20.9,432,1532739
