"","Year","Area","Cancer.Type","Age.Adjusted.Rate","Death.Count","Population"
"643",2011,"Louisiana","Female Breast",24.5,658,2336217
"644",2011,"Maine","Female Breast",16.9,163,677913
"645",2011,"Maryland","Female Breast",22.2,785,3013063
"646",2011,"Massachusetts","Female Breast",19.3,855,3412487
"647",2011,"Michigan","Female Breast",22.6,1431,5034172
"648",2011,"Minnesota","Female Breast",19.6,638,2691897
"649",2011,"Mississippi","Female Breast",22.9,401,1531388
"650",2011,"Missouri","Female Breast",23.2,898,3065302
"651",2011,"Montana","Female Breast",20.4,134,496927
"652",2011,"Nebraska","Female Breast",18.1,206,926658
"653",2011,"Nevada","Female Breast",23.4,346,1344989
"654",2011,"New Hampshire","Female Breast",19.8,174,668822
"655",2011,"New Jersey","Female Breast",24.2,1396,4527433
"656",2011,"New Mexico","Female Breast",20.9,249,1052267
"657",2011,"New York","Female Breast",21.4,2699,10056466
"658",2011,"North Carolina","Female Breast",22.2,1315,4951273
"659",2011,"North Dakota","Female Breast",17.5,83,338061
"660",2011,"Ohio","Female Breast",23.6,1803,5905480
"661",2011,"Oklahoma","Female Breast",23.8,541,1913991
"662",2011,"Oregon","Female Breast",20.3,500,1956364
"663",2011,"Pennsylvania","Female Breast",22.9,2057,6528151
"664",2011,"Rhode Island","Female Breast",20,144,543979
"665",2011,"South Carolina","Female Breast",24.6,717,2400816
"666",2011,"South Dakota","Female Breast",24,125,410218
"667",2011,"Tennessee","Female Breast",21.6,867,3280460
"668",2011,"Texas","Female Breast",20.3,2630,12925761
"669",2011,"United States","Female Breast",21.6,40931,158356816
"670",2011,"Utah","Female Breast",20.5,244,1400557
"671",2011,"Vermont","Female Breast",17.9,81,317885
"672",2011,"Virginia","Female Breast",22.6,1084,4123022
"673",2011,"Washington","Female Breast",20.8,827,3424042
"674",2011,"West Virginia","Female Breast",23.6,303,940339
"675",2011,"Wisconsin","Female Breast",21.5,783,2873333
"676",2011,"Wyoming","Female Breast",21.9,70,278036
"677",2012,"Alabama","Female Breast",22.8,691,2479878
"678",2012,"Alaska","Female Breast",17.6,58,349613
"679",2012,"Arizona","Female Breast",19.2,750,3295980
"680",2012,"Arkansas","Female Breast",23.3,444,1502043
"681",2012,"California","Female Breast",21.1,4479,19100068
"682",2012,"Colorado","Female Breast",20.3,579,2589445
"683",2012,"Connecticut","Female Breast",18.9,479,1843309
"684",2012,"Delaware","Female Breast",22.7,136,471942
"685",2012,"District of Columbia","Female Breast",30.9,107,334384
"686",2012,"Florida","Female Breast",20.5,2848,9862824
"687",2012,"Georgia","Female Breast",21.6,1175,5067200
"688",2012,"Hawaii","Female Breast",15.9,138,695435
"689",2012,"Idaho","Female Breast",15.9,144,796523
"690",2012,"Illinois","Female Breast",22.8,1810,6562466
"691",2012,"Indiana","Female Breast",21.7,876,3318796
"692",2012,"Iowa","Female Breast",20.2,417,1550519
"693",2012,"Kansas","Female Breast",22.9,397,1451420
"694",2012,"Kentucky","Female Breast",23.2,646,2226736
"695",2012,"Louisiana","Female Breast",24.2,660,2349672
"696",2012,"Maine","Female Breast",17.2,168,677635
"697",2012,"Maryland","Female Breast",23.7,857,3035384
"698",2012,"Massachusetts","Female Breast",19.3,860,3434761
"699",2012,"Michigan","Female Breast",22.1,1425,5038285
"700",2012,"Minnesota","Female Breast",18,604,2705768
"701",2012,"Mississippi","Female Breast",25.2,455,1534085
"702",2012,"Missouri","Female Breast",22.4,861,3071666
"703",2012,"Montana","Female Breast",20.5,133,499784
"704",2012,"Nebraska","Female Breast",21.2,245,932333
"705",2012,"Nevada","Female Breast",22.3,328,1361288
"706",2012,"New Hampshire","Female Breast",18.9,164,670688
"707",2012,"New Jersey","Female Breast",22.6,1312,4534238
"708",2012,"New Mexico","Female Breast",17.8,231,1054582
"709",2012,"New York","Female Breast",20.6,2632,10087794
"710",2012,"North Carolina","Female Breast",21.4,1287,4999867
"711",2012,"North Dakota","Female Breast",16.8,79,344750
"712",2012,"Ohio","Female Breast",22.7,1741,5903118
"713",2012,"Oklahoma","Female Breast",23.5,539,1927833
"714",2012,"Oregon","Female Breast",20.4,510,1969416
"715",2012,"Pennsylvania","Female Breast",22.4,2029,6532458
"716",2012,"Rhode Island","Female Breast",17.9,132,544006
"717",2012,"South Carolina","Female Breast",22.3,670,2424756
"718",2012,"South Dakota","Female Breast",19.3,107,414496
"719",2012,"Tennessee","Female Breast",22.8,920,3307196
"720",2012,"Texas","Female Breast",21.1,2821,13141682
"721",2012,"United States","Female Breast",21.3,41150,159456593
"722",2012,"Utah","Female Breast",20.5,249,1418993
"723",2012,"Vermont","Female Breast",19.4,85,317361
"724",2012,"Virginia","Female Breast",21.2,1032,4164006
"725",2012,"Washington","Female Breast",17.9,731,3458254
"726",2012,"West Virginia","Female Breast",22.3,294,939933
"727",2012,"Wisconsin","Female Breast",20.5,763,2879905
"728",2012,"Wyoming","Female Breast",15.4,52,282019
