"","Year","Area","Cancer.Type","Age.Adjusted.Rate","Death.Count","Population"
"577",2010,"California","Lung and Bronchus",36.4,12960,37319502
"578",2010,"Colorado","Lung and Bronchus",35.1,1635,5047349
"579",2010,"Connecticut","Lung and Bronchus",44.2,1855,3579114
"580",2010,"Delaware","Lung and Bronchus",57.8,603,899593
"581",2010,"District of Columbia","Lung and Bronchus",38.6,226,605226
"582",2010,"Florida","Lung and Bronchus",47,12009,18845537
"583",2010,"Georgia","Lung and Bronchus",49.2,4418,9711881
"584",2010,"Hawaii","Lung and Bronchus",34.1,548,1363963
"585",2010,"Idaho","Lung and Bronchus",38.6,612,1570746
"586",2010,"Illinois","Lung and Bronchus",49.9,6671,12840503
"587",2010,"Indiana","Lung and Bronchus",58.5,4096,6490432
"588",2010,"Iowa","Lung and Bronchus",47.5,1741,3050745
"589",2010,"Kansas","Lung and Bronchus",47.9,1502,2858190
"590",2010,"Kentucky","Lung and Bronchus",73.9,3570,4348181
"591",2010,"Louisiana","Lung and Bronchus",57.7,2724,4544532
"592",2010,"Maine","Lung and Bronchus",55.1,957,1327629
"593",2010,"Maryland","Lung and Bronchus",45.9,2745,5788645
"594",2010,"Massachusetts","Lung and Bronchus",47.1,3552,6566307
"595",2010,"Michigan","Lung and Bronchus",52.2,5913,9877510
"596",2010,"Minnesota","Lung and Bronchus",41.5,2370,5310828
"597",2010,"Mississippi","Lung and Bronchus",61.7,1958,2970548
"598",2010,"Missouri","Lung and Bronchus",57.2,3909,5995974
"599",2010,"Montana","Lung and Bronchus",39.6,478,990697
"600",2010,"Nebraska","Lung and Bronchus",45.9,929,1829542
"601",2010,"Nevada","Lung and Bronchus",47.3,1251,2702405
"602",2010,"New Hampshire","Lung and Bronchus",46.4,695,1316762
"603",2010,"New Jersey","Lung and Bronchus",42.2,4171,8799446
"604",2010,"New Mexico","Lung and Bronchus",34.2,756,2064552
"605",2010,"New York","Lung and Bronchus",42.1,9112,19399878
"606",2010,"North Carolina","Lung and Bronchus",53.7,5514,9574323
"607",2010,"North Dakota","Lung and Bronchus",37.4,298,674715
"608",2010,"Ohio","Lung and Bronchus",54.7,7345,11539336
"609",2010,"Oklahoma","Lung and Bronchus",57.9,2402,3759944
"610",2010,"Oregon","Lung and Bronchus",47.2,2066,3837491
"611",2010,"Pennsylvania","Lung and Bronchus",48.9,7793,12711160
"612",2010,"Rhode Island","Lung and Bronchus",48.9,614,1053959
"613",2010,"South Carolina","Lung and Bronchus",52.5,2723,4635649
"614",2010,"South Dakota","Lung and Bronchus",45.4,433,816166
"615",2010,"Tennessee","Lung and Bronchus",62.4,4415,6355311
"616",2010,"Texas","Lung and Bronchus",43.3,9519,25241971
"617",2010,"United States","Lung and Bronchus",47.4,158248,309321666
"618",2010,"Utah","Lung and Bronchus",21.5,459,2775332
"619",2010,"Vermont","Lung and Bronchus",53.8,405,625879
"620",2010,"Virginia","Lung and Bronchus",48.5,3974,8023699
"621",2010,"Washington","Lung and Bronchus",46.8,3236,6742830
"622",2010,"West Virginia","Lung and Bronchus",64.7,1555,1854239
"623",2010,"Wisconsin","Lung and Bronchus",46.2,2971,5690475
"624",2010,"Wyoming","Lung and Bronchus",39.4,234,564487
"625",2011,"Alabama","Lung and Bronchus",56.9,3164,4799069
"626",2011,"Alaska","Lung and Bronchus",50.4,265,722128
"627",2011,"Arizona","Lung and Bronchus",36.7,2665,6472643
"628",2011,"Arkansas","Lung and Bronchus",61.2,2112,2940667
"629",2011,"California","Lung and Bronchus",34.9,12742,37638369
"630",2011,"Colorado","Lung and Bronchus",32.9,1590,5121108
"631",2011,"Connecticut","Lung and Bronchus",40.5,1734,3588283
"632",2011,"Delaware","Lung and Bronchus",52.2,558,907381
"633",2011,"District of Columbia","Lung and Bronchus",40.3,236,619800
"634",2011,"Florida","Lung and Bronchus",45.1,11818,19053237
"635",2011,"Georgia","Lung and Bronchus",48.6,4472,9802431
"636",2011,"Hawaii","Lung and Bronchus",33,543,1379329
"637",2011,"Idaho","Lung and Bronchus",37.7,619,1583910
"638",2011,"Illinois","Lung and Bronchus",48.5,6616,12867454
"639",2011,"Indiana","Lung and Bronchus",54.5,3883,6516528
"640",2011,"Iowa","Lung and Bronchus",46.7,1730,3066336
"641",2011,"Kansas","Lung and Bronchus",47.4,1508,2869225
"642",2011,"Kentucky","Lung and Bronchus",69.1,3389,4369821
"643",2011,"Louisiana","Lung and Bronchus",56.5,2707,4575625
"644",2011,"Maine","Lung and Bronchus",51.8,920,1328284
"645",2011,"Maryland","Lung and Bronchus",43.9,2690,5839419
"646",2011,"Massachusetts","Lung and Bronchus",44.8,3414,6613583
"647",2011,"Michigan","Lung and Bronchus",51.1,5868,9882412
"648",2011,"Minnesota","Lung and Bronchus",39.8,2320,5346143
"649",2011,"Mississippi","Lung and Bronchus",59.3,1928,2978731
"650",2011,"Missouri","Lung and Bronchus",55.1,3833,6010275
"651",2011,"Montana","Lung and Bronchus",47.7,584,997316
"652",2011,"Nebraska","Lung and Bronchus",42.5,866,1840672
"653",2011,"Nevada","Lung and Bronchus",48.8,1321,2712730
"654",2011,"New Hampshire","Lung and Bronchus",51.7,798,1320202
"655",2011,"New Jersey","Lung and Bronchus",41.3,4119,8828117
"656",2011,"New Mexico","Lung and Bronchus",30.8,703,2080450
"657",2011,"New York","Lung and Bronchus",41,9059,19499241
"658",2011,"North Carolina","Lung and Bronchus",52.5,5535,9657592
"659",2011,"North Dakota","Lung and Bronchus",41.1,331,685225
"660",2011,"Ohio","Lung and Bronchus",54.5,7402,11544663
"661",2011,"Oklahoma","Lung and Bronchus",59.4,2501,3788379
"662",2011,"Oregon","Lung and Bronchus",46.1,2063,3872036
"663",2011,"Pennsylvania","Lung and Bronchus",47.5,7690,12745815
"664",2011,"Rhode Island","Lung and Bronchus",48,599,1053649
"665",2011,"South Carolina","Lung and Bronchus",51.8,2783,4671994
"666",2011,"South Dakota","Lung and Bronchus",47.3,457,823579
"667",2011,"Tennessee","Lung and Bronchus",59.4,4321,6399291
"668",2011,"Texas","Lung and Bronchus",42.7,9705,25645629
"669",2011,"United States","Lung and Bronchus",46,156953,311556874
"670",2011,"Utah","Lung and Bronchus",20.2,440,2814384
"671",2011,"Vermont","Lung and Bronchus",49,376,627049
"672",2011,"Virginia","Lung and Bronchus",47.5,4000,8101155
"673",2011,"Washington","Lung and Bronchus",44.1,3130,6826627
"674",2011,"West Virginia","Lung and Bronchus",61.9,1502,1856301
"675",2011,"Wisconsin","Lung and Bronchus",47.4,3118,5705288
"676",2011,"Wyoming","Lung and Bronchus",38.3,226,567299
"677",2012,"Alabama","Lung and Bronchus",54.2,3065,4815588
"678",2012,"Alaska","Lung and Bronchus",51.3,260,730443
"679",2012,"Arizona","Lung and Bronchus",37.1,2803,6554978
"680",2012,"Arkansas","Lung and Bronchus",60.7,2130,2952164
"681",2012,"California","Lung and Bronchus",33.4,12501,37948800
"682",2012,"Colorado","Lung and Bronchus",31.8,1590,5192647
"683",2012,"Connecticut","Lung and Bronchus",37.4,1651,3594547
"684",2012,"Delaware","Lung and Bronchus",52.3,580,915179
"685",2012,"District of Columbia","Lung and Bronchus",39.7,241,634924
"686",2012,"Florida","Lung and Bronchus",44.4,11981,19297822
"687",2012,"Georgia","Lung and Bronchus",49,4640,9901430
"688",2012,"Hawaii","Lung and Bronchus",29,495,1394804
"689",2012,"Idaho","Lung and Bronchus",36.6,620,1595324
"690",2012,"Illinois","Lung and Bronchus",47.8,6678,12882510
"691",2012,"Indiana","Lung and Bronchus",54.9,3975,6537703
"692",2012,"Iowa","Lung and Bronchus",46.3,1749,3076190
"693",2012,"Kansas","Lung and Bronchus",46.4,1502,2885257
"694",2012,"Kentucky","Lung and Bronchus",68.8,3479,4386346
"695",2012,"Louisiana","Lung and Bronchus",55.5,2740,4600972
"696",2012,"Maine","Lung and Bronchus",53.1,958,1327729
"697",2012,"Maryland","Lung and Bronchus",43.7,2744,5886992
"698",2012,"Massachusetts","Lung and Bronchus",44.4,3458,6663005
"699",2012,"Michigan","Lung and Bronchus",49.6,5847,9897145
"700",2012,"Minnesota","Lung and Bronchus",39.2,2333,5376643
"701",2012,"Mississippi","Lung and Bronchus",58.2,1907,2983816
"702",2012,"Missouri","Lung and Bronchus",55.9,3992,6024367
"703",2012,"Montana","Lung and Bronchus",39.3,495,1003783
"704",2012,"Nebraska","Lung and Bronchus",43.3,905,1853303
"705",2012,"Nevada","Lung and Bronchus",46.2,1313,2743996
"706",2012,"New Hampshire","Lung and Bronchus",46.9,750,1324232
"707",2012,"New Jersey","Lung and Bronchus",39.4,4041,8844942
"708",2012,"New Mexico","Lung and Bronchus",32.7,764,2087309
"709",2012,"New York","Lung and Bronchus",41.1,9206,19572932
"710",2012,"North Carolina","Lung and Bronchus",50,5458,9749476
"711",2012,"North Dakota","Lung and Bronchus",42.6,348,701176
"712",2012,"Ohio","Lung and Bronchus",54.2,7525,11548923
"713",2012,"Oklahoma","Lung and Bronchus",55.4,2380,3818814
"714",2012,"Oregon","Lung and Bronchus",45.6,2104,3899001
"715",2012,"Pennsylvania","Lung and Bronchus",46.8,7712,12767118
"716",2012,"Rhode Island","Lung and Bronchus",48.1,628,1054621
"717",2012,"South Carolina","Lung and Bronchus",51.8,2865,4717354
"718",2012,"South Dakota","Lung and Bronchus",43.9,435,833566
"719",2012,"Tennessee","Lung and Bronchus",58.7,4359,6453898
"720",2012,"Texas","Lung and Bronchus",41.1,9665,26084481
"721",2012,"United States","Lung and Bronchus",45,157423,313830990
"722",2012,"Utah","Lung and Bronchus",20.5,453,2853375
"723",2012,"Vermont","Lung and Bronchus",42.6,345,626090
"724",2012,"Virginia","Lung and Bronchus",46.1,3998,8185080
"725",2012,"Washington","Lung and Bronchus",42.6,3112,6897058
"726",2012,"West Virginia","Lung and Bronchus",59.6,1483,1856872
"727",2012,"Wisconsin","Lung and Bronchus",43.5,2930,5719960
"728",2012,"Wyoming","Lung and Bronchus",37.8,230,576305
