"","Year","Area","Cancer.Type","Age.Adjusted.Rate","Case.Count","Population"
"648",2011,"Minnesota","Thyroid","12.5","680",5346143
"649",2011,"Mississippi","Thyroid","11","333",2978731
"650",2011,"Missouri","Thyroid","12.4","789",6010275
"651",2011,"Montana","Thyroid","15.3","160",997316
"652",2011,"Nebraska","Thyroid","13.3","249",1840672
"653",2011,"Nevada","Thyroid","16.5","461",2712730
"654",2011,"New Hampshire","Thyroid","14.6","210",1320202
"655",2011,"New Jersey","Thyroid","19.1","1803",8828117
"656",2011,"New Mexico","Thyroid","14.1","301",2080450
"657",2011,"New York","Thyroid","18.9","3912",19499241
"658",2011,"North Carolina","Thyroid","12.5","1262",9657592
"659",2011,"North Dakota","Thyroid","14.2","101",685225
"660",2011,"Ohio","Thyroid","14.3","1732",11544663
"661",2011,"Oklahoma","Thyroid","10.1","392",3788379
"662",2011,"Oregon","Thyroid","13.8","556",3872036
"663",2011,"Pennsylvania","Thyroid","21.1","2884",12745815
"664",2011,"Rhode Island","Thyroid","18.5","208",1053649
"665",2011,"South Carolina","Thyroid","12.2","598",4671994
"666",2011,"South Dakota","Thyroid","12.9","110",823579
"667",2011,"Tennessee","Thyroid","13.9","947",6399291
"668",2011,"Texas","Thyroid","12.2","3051",25645629
"669",2011,"United States","Thyroid","14.1","45803",311556874
"670",2011,"Utah","Thyroid","19.4","479",2814384
"671",2011,"Vermont","Thyroid","13.3","88",627049
"672",2011,"Virginia","Thyroid","12.9","1108",8101155
"673",2011,"Washington","Thyroid","14.2","1011",6826627
"674",2011,"West Virginia","Thyroid","15.6","322",1856301
"675",2011,"Wisconsin","Thyroid","13.1","777",5705288
"676",2011,"Wyoming","Thyroid","14.3","81",567299
"677",2012,"Alabama","Thyroid","8.7","445",4815588
"678",2012,"Alaska","Thyroid","10.9","81",730443
"679",2012,"Arizona","Thyroid","16.4","1090",6554978
"680",2012,"Arkansas","Thyroid","10.3","315",2952164
"681",2012,"California","Thyroid","13","4981",37948800
"682",2012,"Colorado","Thyroid","16.2","877",5192647
"683",2012,"Connecticut","Thyroid","19.8","751",3594547
"684",2012,"Delaware","Thyroid","15.1","142",915179
"685",2012,"District of Columbia","Thyroid","16.2","109",634924
"686",2012,"Florida","Thyroid","12.6","2656",19297822
"687",2012,"Georgia","Thyroid","11.3","1128",9901430
"688",2012,"Hawaii","Thyroid","17","251",1394804
"689",2012,"Idaho","Thyroid","17.1","268",1595324
"690",2012,"Illinois","Thyroid","15.4","2048",12882510
"691",2012,"Indiana","Thyroid","12.4","829",6537703
"692",2012,"Iowa","Thyroid","12.7","406",3076190
"693",2012,"Kansas","Thyroid","17.7","510",2885257
"694",2012,"Kentucky","Thyroid","15.2","710",4386346
"695",2012,"Louisiana","Thyroid","13.1","617",4600972
"696",2012,"Maine","Thyroid","14.3","211",1327729
"697",2012,"Maryland","Thyroid","16.4","1025",5886992
"698",2012,"Massachusetts","Thyroid","20.3","1442",6663005
"699",2012,"Michigan","Thyroid","13.4","1395",9897145
"700",2012,"Minnesota","Thyroid","13.5","759",5376643
"701",2012,"Mississippi","Thyroid","10.4","320",2983816
"702",2012,"Missouri","Thyroid","12.3","785",6024367
"703",2012,"Montana","Thyroid","14.4","154",1003783
"704",2012,"Nebraska","Thyroid","14.5","272",1853303
"705",2012,"Nevada","Thyroid","15.2","431",2743996
"706",2012,"New Hampshire","Thyroid","18.7","268",1324232
"707",2012,"New Jersey","Thyroid","19.4","1833",8844942
"708",2012,"New Mexico","Thyroid","15.2","329",2087309
"709",2012,"New York","Thyroid","19.4","4011",19572932
"710",2012,"North Carolina","Thyroid","12.8","1319",9749476
"711",2012,"North Dakota","Thyroid","18.1","130",701176
"712",2012,"Ohio","Thyroid","14.2","1727",11548923
"713",2012,"Oklahoma","Thyroid","12.5","491",3818814
"714",2012,"Oregon","Thyroid","12.9","533",3899001
"715",2012,"Pennsylvania","Thyroid","21","2879",12767118
"716",2012,"Rhode Island","Thyroid","19.2","218",1054621
"717",2012,"South Carolina","Thyroid","11.8","595",4717354
"718",2012,"South Dakota","Thyroid","12.5","108",833566
"719",2012,"Tennessee","Thyroid","13.3","905",6453898
"720",2012,"Texas","Thyroid","12.7","3230",26084481
"721",2012,"United States","Thyroid","14.6","47518",313830990
"722",2012,"Utah","Thyroid","19.8","509",2853375
"723",2012,"Vermont","Thyroid","15.3","96",626090
"724",2012,"Virginia","Thyroid","12.6","1071",8185080
"725",2012,"Washington","Thyroid","14.2","1024",6897058
"726",2012,"West Virginia","Thyroid","15.8","330",1856872
"727",2012,"Wisconsin","Thyroid","14","833",5719960
"728",2012,"Wyoming","Thyroid","12.3","71",576305
