state,county,sex,year,total_mean
Idaho,Clark County,Males,2002,25.42
Idaho,Clearwater County,Males,2002,29.82
Idaho,Custer County,Males,2002,26.27
Idaho,Elmore County,Males,2002,26.88
Idaho,Franklin County,Males,2002,21.62
Idaho,Fremont County,Males,2002,22.52
Idaho,Gem County,Males,2002,28.37
Idaho,Gooding County,Males,2002,28.05
Idaho,Idaho County,Males,2002,27.63
Idaho,Jefferson County,Males,2002,20.71
Idaho,Jerome County,Males,2002,26.51
Idaho,Kootenai County,Males,2002,26.68
Idaho,Latah County,Males,2002,17.65
Idaho,Lemhi County,Males,2002,26.96
Idaho,Lewis County,Males,2002,25.06
Idaho,Lincoln County,Males,2002,26.49
Idaho,Madison County,Males,2002,15.54
Idaho,Minidoka County,Males,2002,26.3
Idaho,Nez Perce County,Males,2002,28.68
Idaho,Oneida County,Males,2002,19.58
Idaho,Owyhee County,Males,2002,28.0
Idaho,Payette County,Males,2002,27.93
Idaho,Power County,Males,2002,24.89
Idaho,Shoshone County,Males,2002,29.46
Idaho,Teton County,Males,2002,18.0
Idaho,Twin Falls County,Males,2002,27.51
Idaho,Valley County,Males,2002,23.5
Idaho,Washington County,Males,2002,26.84
Illinois,Adams County,Males,2002,27.53
Illinois,Alexander County,Males,2002,34.29
Illinois,Bond County,Males,2002,28.64
Illinois,Boone County,Males,2002,29.5
Illinois,Brown County,Males,2002,34.41
Illinois,Bureau County,Males,2002,28.45
Illinois,Calhoun County,Males,2002,30.05
Illinois,Carroll County,Males,2002,26.97
Illinois,Cass County,Males,2002,30.7
Illinois,Champaign County,Males,2002,22.88
Illinois,Christian County,Males,2002,33.44
Illinois,Clark County,Males,2002,30.63
Illinois,Clay County,Males,2002,29.92
Illinois,Clinton County,Males,2002,30.0
Illinois,Coles County,Males,2002,27.42
Illinois,Cook County,Males,2002,29.5
Illinois,Crawford County,Males,2002,31.52
Illinois,Cumberland County,Males,2002,28.4
Illinois,DeKalb County,Males,2002,25.51
Illinois,De Witt County,Males,2002,31.92
Illinois,Douglas County,Males,2002,29.99
Illinois,DuPage County,Males,2002,23.14
Illinois,Edgar County,Males,2002,32.49
Illinois,Edwards County,Males,2002,27.03
Illinois,Effingham County,Males,2002,27.49
Illinois,Fayette County,Males,2002,32.2
Illinois,Ford County,Males,2002,30.23
Illinois,Franklin County,Males,2002,31.85
Illinois,Fulton County,Males,2002,32.3
Illinois,Gallatin County,Males,2002,30.15
Illinois,Greene County,Males,2002,32.31
Illinois,Grundy County,Males,2002,30.34
Illinois,Hamilton County,Males,2002,29.69
Illinois,Hancock County,Males,2002,27.28
Illinois,Hardin County,Males,2002,29.89
Illinois,Henderson County,Males,2002,29.02
Illinois,Henry County,Males,2002,26.58
Illinois,Iroquois County,Males,2002,29.75
Illinois,Jackson County,Males,2002,24.01
Illinois,Jasper County,Males,2002,28.08
Illinois,Jefferson County,Males,2002,31.39
Illinois,Jersey County,Males,2002,30.7
Illinois,Jo Daviess County,Males,2002,26.45
Illinois,Johnson County,Males,2002,31.34
Illinois,Kane County,Males,2002,26.32
Illinois,Kankakee County,Males,2002,31.31
Illinois,Kendall County,Males,2002,24.84
Illinois,Knox County,Males,2002,30.6
Illinois,Lake County,Males,2002,24.14
Illinois,LaSalle County,Males,2002,30.88
Illinois,Lawrence County,Males,2002,31.49
Illinois,Lee County,Males,2002,31.32
Illinois,Livingston County,Males,2002,32.59
Illinois,Logan County,Males,2002,31.93
Illinois,McDonough County,Males,2002,24.15
Illinois,McHenry County,Males,2002,26.16
Illinois,McLean County,Males,2002,23.56
Illinois,Macon County,Males,2002,31.9
Illinois,Macoupin County,Males,2002,31.98
Illinois,Madison County,Males,2002,29.89
Illinois,Marion County,Males,2002,31.43
Illinois,Marshall County,Males,2002,28.75
Illinois,Mason County,Males,2002,30.53
Illinois,Massac County,Males,2002,30.7
Illinois,Menard County,Males,2002,25.72
Illinois,Mercer County,Males,2002,27.78
Illinois,Monroe County,Males,2002,26.02
Illinois,Montgomery County,Males,2002,33.61
Illinois,Morgan County,Males,2002,31.42
Illinois,Moultrie County,Males,2002,29.59
Illinois,Ogle County,Males,2002,28.58
Illinois,Peoria County,Males,2002,28.81
Illinois,Perry County,Males,2002,33.39
Illinois,Piatt County,Males,2002,27.68
Illinois,Pike County,Males,2002,30.65
