Year,Area,Cancer Type,Age-Adjusted Rate,Death Count,Population
2006,Maine,Liver and Intrahepatic Bile Duct,4.7,78,1323619
2006,Maryland,Liver and Intrahepatic Bile Duct,5,291,5627367
2006,Massachusetts,Liver and Intrahepatic Bile Duct,5.5,392,6410084
2006,Michigan,Liver and Intrahepatic Bile Duct,5.4,588,10036081
2006,Minnesota,Liver and Intrahepatic Bile Duct,4.3,229,5163555
2006,Mississippi,Liver and Intrahepatic Bile Duct,6.6,194,2904978
2006,Missouri,Liver and Intrahepatic Bile Duct,5.1,330,5842704
2006,Montana,Liver and Intrahepatic Bile Duct,4.3,46,952692
2006,Nebraska,Liver and Intrahepatic Bile Duct,4.3,82,1772693
2006,Nevada,Liver and Intrahepatic Bile Duct,6.1,146,2522658
2006,New Hampshire,Liver and Intrahepatic Bile Duct,4.9,67,1308389
2006,New Jersey,Liver and Intrahepatic Bile Duct,5.2,492,8661679
2006,New Mexico,Liver and Intrahepatic Bile Duct,5.6,116,1962137
2006,New York,Liver and Intrahepatic Bile Duct,5.5,1149,19104631
2006,North Carolina,Liver and Intrahepatic Bile Duct,4.9,448,8917270
2006,North Dakota,Liver and Intrahepatic Bile Duct,3.8,29,649422
2006,Ohio,Liver and Intrahepatic Bile Duct,4.6,583,11481213
2006,Oklahoma,Liver and Intrahepatic Bile Duct,4.8,188,3594090
2006,Oregon,Liver and Intrahepatic Bile Duct,4.5,184,3670883
2006,Pennsylvania,Liver and Intrahepatic Bile Duct,4.6,715,12510809
2006,Rhode Island,Liver and Intrahepatic Bile Duct,6.3,77,1063096
2006,South Carolina,Liver and Intrahepatic Bile Duct,5.1,231,4357847
2006,South Dakota,Liver and Intrahepatic Bile Duct,3.5,32,783033
2006,Tennessee,Liver and Intrahepatic Bile Duct,4.9,322,6088766
2006,Texas,Liver and Intrahepatic Bile Duct,7.1,1446,23359580
2006,United States,Liver and Intrahepatic Bile Duct,5.3,16525,298379912
2006,Utah,Liver and Intrahepatic Bile Duct,3.1,60,2525507
2006,Vermont,Liver and Intrahepatic Bile Duct,3.9,27,622892
2006,Virginia,Liver and Intrahepatic Bile Duct,4.7,360,7673725
2006,Washington,Liver and Intrahepatic Bile Duct,5.7,370,6370753
2006,West Virginia,Liver and Intrahepatic Bile Duct,3.7,86,1827912
2006,Wisconsin,Liver and Intrahepatic Bile Duct,4.7,284,5577655
2006,Wyoming,Liver and Intrahepatic Bile Duct,5.6,29,522667
2007,Alabama,Liver and Intrahepatic Bile Duct,6,305,4672840
2007,Alaska,Liver and Intrahepatic Bile Duct,4.5,23,680300
2007,Arizona,Liver and Intrahepatic Bile Duct,5.3,341,6167681
2007,Arkansas,Liver and Intrahepatic Bile Duct,5.9,191,2848650
2007,California,Liver and Intrahepatic Bile Duct,6.7,2323,36250311
2007,Colorado,Liver and Intrahepatic Bile Duct,4.6,213,4803868
2007,Connecticut,Liver and Intrahepatic Bile Duct,4.1,166,3527270
2007,Delaware,Liver and Intrahepatic Bile Duct,5.2,51,871749
2007,District of Columbia,Liver and Intrahepatic Bile Duct,8.1,46,574404
2007,Florida,Liver and Intrahepatic Bile Duct,5.1,1195,18367842
2007,Georgia,Liver and Intrahepatic Bile Duct,5,424,9349988
2007,Hawaii,Liver and Intrahepatic Bile Duct,6.8,104,1315675
2007,Idaho,Liver and Intrahepatic Bile Duct,3.6,52,1505105
2007,Illinois,Liver and Intrahepatic Bile Duct,4.9,631,12695866
2007,Indiana,Liver and Intrahepatic Bile Duct,4.3,285,6379599
2007,Iowa,Liver and Intrahepatic Bile Duct,4.2,152,2999212
2007,Kansas,Liver and Intrahepatic Bile Duct,4,120,2783785
2007,Kentucky,Liver and Intrahepatic Bile Duct,4.9,221,4256672
2007,Louisiana,Liver and Intrahepatic Bile Duct,7.1,322,4375581
2007,Maine,Liver and Intrahepatic Bile Duct,4.6,78,1327040
2007,Maryland,Liver and Intrahepatic Bile Duct,5.2,306,5653408
2007,Massachusetts,Liver and Intrahepatic Bile Duct,5.7,412,6431559
2007,Michigan,Liver and Intrahepatic Bile Duct,4.9,532,10001284
2007,Minnesota,Liver and Intrahepatic Bile Duct,5,274,5207203
2007,Mississippi,Liver and Intrahepatic Bile Duct,6.4,189,2928350
2007,Missouri,Liver and Intrahepatic Bile Duct,5.1,335,5887612
2007,Montana,Liver and Intrahepatic Bile Duct,4,47,964706
2007,Nebraska,Liver and Intrahepatic Bile Duct,3.8,74,1783440
2007,Nevada,Liver and Intrahepatic Bile Duct,6.5,164,2601072
2007,New Hampshire,Liver and Intrahepatic Bile Duct,5.1,69,1312540
2007,New Jersey,Liver and Intrahepatic Bile Duct,4.7,453,8677885
2007,New Mexico,Liver and Intrahepatic Bile Duct,6.5,137,1990070
2007,New York,Liver and Intrahepatic Bile Duct,5.6,1169,19132335
2007,North Carolina,Liver and Intrahepatic Bile Duct,4.7,451,9118037
2007,North Dakota,Liver and Intrahepatic Bile Duct,3.9,30,652822
2007,Ohio,Liver and Intrahepatic Bile Duct,4.7,617,11500468
2007,Oklahoma,Liver and Intrahepatic Bile Duct,5.3,208,3634349
2007,Oregon,Liver and Intrahepatic Bile Duct,4.7,199,3722417
2007,Pennsylvania,Liver and Intrahepatic Bile Duct,5.2,797,12563937
2007,Rhode Island,Liver and Intrahepatic Bile Duct,5.2,65,1057315
2007,South Carolina,Liver and Intrahepatic Bile Duct,4.9,233,4444110
2007,South Dakota,Liver and Intrahepatic Bile Duct,4,36,791623
2007,Tennessee,Liver and Intrahepatic Bile Duct,5.2,347,6175727
2007,Texas,Liver and Intrahepatic Bile Duct,6.9,1449,23831983
2007,United States,Liver and Intrahepatic Bile Duct,5.4,17146,301231207
2007,Utah,Liver and Intrahepatic Bile Duct,4.3,84,2597746
2007,Vermont,Liver and Intrahepatic Bile Duct,3.6,26,623481
2007,Virginia,Liver and Intrahepatic Bile Duct,4.8,382,7751000
2007,Washington,Liver and Intrahepatic Bile Duct,5.8,387,6461587
2007,West Virginia,Liver and Intrahepatic Bile Duct,5,113,1834052
2007,Wisconsin,Liver and Intrahepatic Bile Duct,4.7,294,5610775
2007,Wyoming,Liver and Intrahepatic Bile Duct,4.2,24,534876
2008,Alabama,Liver and Intrahepatic Bile Duct,5.9,311,4718206
2008,Alaska,Liver and Intrahepatic Bile Duct,6.7,37,687455
2008,Arizona,Liver and Intrahepatic Bile Duct,5.3,354,6280362
2008,Arkansas,Liver and Intrahepatic Bile Duct,5.3,173,2874554
2008,California,Liver and Intrahepatic Bile Duct,6.8,2393,36604337
2008,Colorado,Liver and Intrahepatic Bile Duct,5.2,241,4889730
2008,Connecticut,Liver and Intrahepatic Bile Duct,5.2,213,3545579
2008,Delaware,Liver and Intrahepatic Bile Duct,5.8,60,883874
2008,District of Columbia,Liver and Intrahepatic Bile Duct,9,53,580236
2008,Florida,Liver and Intrahepatic Bile Duct,5.3,1255,18527305
2008,Georgia,Liver and Intrahepatic Bile Duct,4.9,420,9504843
2008,Hawaii,Liver and Intrahepatic Bile Duct,7.3,114,1332213
2008,Idaho,Liver and Intrahepatic Bile Duct,3.6,55,1534320
2008,Illinois,Liver and Intrahepatic Bile Duct,5.3,706,12747038
2008,Indiana,Liver and Intrahepatic Bile Duct,4.7,325,6424806
2008,Iowa,Liver and Intrahepatic Bile Duct,4.6,165,3016734
2008,Kansas,Liver and Intrahepatic Bile Duct,4.4,140,2808076
2008,Kentucky,Liver and Intrahepatic Bile Duct,4.4,208,4289878
2008,Louisiana,Liver and Intrahepatic Bile Duct,7.8,357,4435586
2008,Maine,Liver and Intrahepatic Bile Duct,3.7,63,1330509
2008,Maryland,Liver and Intrahepatic Bile Duct,5.8,340,5684965
2008,Massachusetts,Liver and Intrahepatic Bile Duct,6,445,6468967
2008,Michigan,Liver and Intrahepatic Bile Duct,5.5,617,9946889
2008,Minnesota,Liver and Intrahepatic Bile Duct,4.8,267,5247018
2008,Mississippi,Liver and Intrahepatic Bile Duct,7.3,224,2947806
2008,Missouri,Liver and Intrahepatic Bile Duct,5,340,5923916
2008,Montana,Liver and Intrahepatic Bile Duct,3.4,41,976415
2008,Nebraska,Liver and Intrahepatic Bile Duct,3.3,64,1796378
2008,Nevada,Liver and Intrahepatic Bile Duct,5.2,139,2653630
2008,New Hampshire,Liver and Intrahepatic Bile Duct,3.7,54,1315906
2008,New Jersey,Liver and Intrahepatic Bile Duct,5.1,495,8711090
2008,New Mexico,Liver and Intrahepatic Bile Duct,7.4,161,2010662
2008,New York,Liver and Intrahepatic Bile Duct,5.7,1220,19212436
2008,North Carolina,Liver and Intrahepatic Bile Duct,5.3,524,9309449
2008,North Dakota,Liver and Intrahepatic Bile Duct,4.5,36,657569
2008,Ohio,Liver and Intrahepatic Bile Duct,4.8,648,11515391
2008,Oklahoma,Liver and Intrahepatic Bile Duct,5.5,222,3668976
2008,Oregon,Liver and Intrahepatic Bile Duct,5.3,235,3768748
2008,Pennsylvania,Liver and Intrahepatic Bile Duct,5.2,812,12612285
2008,Rhode Island,Liver and Intrahepatic Bile Duct,5.2,64,1055003
2008,South Carolina,Liver and Intrahepatic Bile Duct,5.1,253,4528996
2008,South Dakota,Liver and Intrahepatic Bile Duct,4,37,799124
2008,Tennessee,Liver and Intrahepatic Bile Duct,5.3,362,6247411
2008,Texas,Liver and Intrahepatic Bile Duct,7.4,1613,24309039
2008,United States,Liver and Intrahepatic Bile Duct,5.6,18213,304093966
2008,Utah,Liver and Intrahepatic Bile Duct,3.4,69,2663029
2008,Vermont,Liver and Intrahepatic Bile Duct,4.8,34,624151
2008,Virginia,Liver and Intrahepatic Bile Duct,5.1,406,7833496
2008,Washington,Liver and Intrahepatic Bile Duct,5.9,411,6562231
2008,West Virginia,Liver and Intrahepatic Bile Duct,4.7,111,1840310
2008,Wisconsin,Liver and Intrahepatic Bile Duct,4.7,298,5640996
2008,Wyoming,Liver and Intrahepatic Bile Duct,4.9,28,546043
2009,Alabama,Liver and Intrahepatic Bile Duct,6,320,4757938
2009,Alaska,Liver and Intrahepatic Bile Duct,5.5,34,698895
2009,Arizona,Liver and Intrahepatic Bile Duct,5.4,372,6343154
2009,Arkansas,Liver and Intrahepatic Bile Duct,6.3,211,2896843
2009,California,Liver and Intrahepatic Bile Duct,7,2541,36961229
2009,Colorado,Liver and Intrahepatic Bile Duct,4.9,236,4972195
2009,Connecticut,Liver and Intrahepatic Bile Duct,4.9,206,3561807
2009,Delaware,Liver and Intrahepatic Bile Duct,6,64,891730
2009,District of Columbia,Liver and Intrahepatic Bile Duct,8,47,592228
2009,Florida,Liver and Intrahepatic Bile Duct,5.8,1409,18652644
2009,Georgia,Liver and Intrahepatic Bile Duct,5.3,485,9620846
2009,Hawaii,Liver and Intrahepatic Bile Duct,6.9,109,1346717
2009,Idaho,Liver and Intrahepatic Bile Duct,3.3,55,1554439
2009,Illinois,Liver and Intrahepatic Bile Duct,5.4,732,12796778
2009,Indiana,Liver and Intrahepatic Bile Duct,4.7,337,6459325
2009,Iowa,Liver and Intrahepatic Bile Duct,4.6,170,3032870
2009,Kansas,Liver and Intrahepatic Bile Duct,4.6,147,2832704
2009,Kentucky,Liver and Intrahepatic Bile Duct,5.4,261,4317074
2009,Louisiana,Liver and Intrahepatic Bile Duct,7.6,363,4491648
2009,Maine,Liver and Intrahepatic Bile Duct,4.7,80,1329590
2009,Maryland,Liver and Intrahepatic Bile Duct,5.6,341,5730388
2009,Massachusetts,Liver and Intrahepatic Bile Duct,6.1,459,6517613
2009,Michigan,Liver and Intrahepatic Bile Duct,4.9,557,9901591
2009,Minnesota,Liver and Intrahepatic Bile Duct,4.6,266,5281203
2009,Mississippi,Liver and Intrahepatic Bile Duct,6,189,2958774
2009,Missouri,Liver and Intrahepatic Bile Duct,5.6,391,5961088
2009,Montana,Liver and Intrahepatic Bile Duct,3.8,44,983982
2009,Nebraska,Liver and Intrahepatic Bile Duct,4.5,94,1812683
2009,Nevada,Liver and Intrahepatic Bile Duct,5.7,151,2684665
2009,New Hampshire,Liver and Intrahepatic Bile Duct,4.2,63,1316102
2009,New Jersey,Liver and Intrahepatic Bile Duct,5.5,542,8755602
2009,New Mexico,Liver and Intrahepatic Bile Duct,6.3,140,2036802
2009,New York,Liver and Intrahepatic Bile Duct,5.9,1266,19307066
2009,North Carolina,Liver and Intrahepatic Bile Duct,5.2,528,9449566
2009,North Dakota,Liver and Intrahepatic Bile Duct,3.4,28,664968
2009,Ohio,Liver and Intrahepatic Bile Duct,5,669,11528896
2009,Oklahoma,Liver and Intrahepatic Bile Duct,6.3,263,3717572
2009,Oregon,Liver and Intrahepatic Bile Duct,6,273,3808600
2009,Pennsylvania,Liver and Intrahepatic Bile Duct,5.4,857,12666858
2009,Rhode Island,Liver and Intrahepatic Bile Duct,6.3,81,1053646
2009,South Carolina,Liver and Intrahepatic Bile Duct,6.2,320,4589872
2009,South Dakota,Liver and Intrahepatic Bile Duct,4,39,807067
2009,Tennessee,Liver and Intrahepatic Bile Duct,6.3,443,6306019
2009,Texas,Liver and Intrahepatic Bile Duct,7.4,1664,24801761
2009,United States,Liver and Intrahepatic Bile Duct,5.8,19352,306771529
2009,Utah,Liver and Intrahepatic Bile Duct,3.7,77,2723421
2009,Vermont,Liver and Intrahepatic Bile Duct,7,50,624817
2009,Virginia,Liver and Intrahepatic Bile Duct,5.6,473,7925937
2009,Washington,Liver and Intrahepatic Bile Duct,6.3,442,6667426
2009,West Virginia,Liver and Intrahepatic Bile Duct,4.5,105,1847775
2009,Wisconsin,Liver and Intrahepatic Bile Duct,5.1,328,5669264
2009,Wyoming,Liver and Intrahepatic Bile Duct,5.1,30,559851
2010,Alabama,Liver and Intrahepatic Bile Duct,5.8,325,4785437
2010,Alaska,Liver and Intrahepatic Bile Duct,4.6,28,713910
2010,Arizona,Liver and Intrahepatic Bile Duct,5.4,388,6407172
2010,Arkansas,Liver and Intrahepatic Bile Duct,6.6,224,2921964
2010,California,Liver and Intrahepatic Bile Duct,7.2,2694,37319502
2010,Colorado,Liver and Intrahepatic Bile Duct,4.7,232,5047349
2010,Connecticut,Liver and Intrahepatic Bile Duct,5.3,228,3579114
2010,Delaware,Liver and Intrahepatic Bile Duct,7.1,74,899593
2010,District of Columbia,Liver and Intrahepatic Bile Duct,9.4,58,605226
2010,Florida,Liver and Intrahepatic Bile Duct,5.7,1443,18845537
2010,Georgia,Liver and Intrahepatic Bile Duct,5.6,513,9711881
2010,Hawaii,Liver and Intrahepatic Bile Duct,7.4,124,1363963
2010,Idaho,Liver and Intrahepatic Bile Duct,4.5,75,1570746
2010,Illinois,Liver and Intrahepatic Bile Duct,5.9,813,12840503
2010,Indiana,Liver and Intrahepatic Bile Duct,4.7,343,6490432
2010,Iowa,Liver and Intrahepatic Bile Duct,4.1,153,3050745
2010,Kansas,Liver and Intrahepatic Bile Duct,4.6,151,2858190
2010,Kentucky,Liver and Intrahepatic Bile Duct,5.3,263,4348181
2010,Louisiana,Liver and Intrahepatic Bile Duct,6.9,341,4544532
2010,Maine,Liver and Intrahepatic Bile Duct,6,108,1327629
2010,Maryland,Liver and Intrahepatic Bile Duct,5.8,369,5788645
2010,Massachusetts,Liver and Intrahepatic Bile Duct,6.6,499,6566307
2010,Michigan,Liver and Intrahepatic Bile Duct,5.7,672,9877510
2010,Minnesota,Liver and Intrahepatic Bile Duct,5.1,304,5310828
2010,Mississippi,Liver and Intrahepatic Bile Duct,7.2,232,2970548
2010,Missouri,Liver and Intrahepatic Bile Duct,5.8,408,5995974
2010,Montana,Liver and Intrahepatic Bile Duct,5,63,990697
2010,Nebraska,Liver and Intrahepatic Bile Duct,5,103,1829542
2010,Nevada,Liver and Intrahepatic Bile Duct,6.2,169,2702405
2010,New Hampshire,Liver and Intrahepatic Bile Duct,4.6,71,1316762
2010,New Jersey,Liver and Intrahepatic Bile Duct,5.8,586,8799446
2010,New Mexico,Liver and Intrahepatic Bile Duct,5.9,134,2064552
2010,New York,Liver and Intrahepatic Bile Duct,5.9,1303,19399878
2010,North Carolina,Liver and Intrahepatic Bile Duct,5.1,541,9574323
2010,North Dakota,Liver and Intrahepatic Bile Duct,3,25,674715
2010,Ohio,Liver and Intrahepatic Bile Duct,5.3,730,11539336
2010,Oklahoma,Liver and Intrahepatic Bile Duct,5,214,3759944
2010,Oregon,Liver and Intrahepatic Bile Duct,5.9,272,3837491
2010,Pennsylvania,Liver and Intrahepatic Bile Duct,5.4,886,12711160
2010,Rhode Island,Liver and Intrahepatic Bile Duct,5.8,76,1053959
2010,South Carolina,Liver and Intrahepatic Bile Duct,5.7,301,4635649
2010,South Dakota,Liver and Intrahepatic Bile Duct,5.2,51,816166
2010,Tennessee,Liver and Intrahepatic Bile Duct,5.7,412,6355311
2010,Texas,Liver and Intrahepatic Bile Duct,7.5,1747,25241971
2010,United States,Liver and Intrahepatic Bile Duct,5.9,20304,309321666
2010,Utah,Liver and Intrahepatic Bile Duct,4.1,92,2775332
2010,Vermont,Liver and Intrahepatic Bile Duct,6.3,50,625879
2010,Virginia,Liver and Intrahepatic Bile Duct,5.3,457,8023699
2010,Washington,Liver and Intrahepatic Bile Duct,6.1,441,6742830
2010,West Virginia,Liver and Intrahepatic Bile Duct,5.1,123,1854239
2010,Wisconsin,Liver and Intrahepatic Bile Duct,5.6,364,5690475
2010,Wyoming,Liver and Intrahepatic Bile Duct,5.2,31,564487
2011,Alabama,Liver and Intrahepatic Bile Duct,5.9,325,4799069
2011,Alaska,Liver and Intrahepatic Bile Duct,7.3,44,722128
2011,Arizona,Liver and Intrahepatic Bile Duct,6.4,476,6472643
2011,Arkansas,Liver and Intrahepatic Bile Duct,6.9,241,2940667
2011,California,Liver and Intrahepatic Bile Duct,7.3,2790,37638369
2011,Colorado,Liver and Intrahepatic Bile Duct,5.8,307,5121108
2011,Connecticut,Liver and Intrahepatic Bile Duct,5.7,248,3588283
2011,Delaware,Liver and Intrahepatic Bile Duct,6,67,907381
2011,District of Columbia,Liver and Intrahepatic Bile Duct,8.9,57,619800
2011,Florida,Liver and Intrahepatic Bile Duct,5.7,1494,19053237
2011,Georgia,Liver and Intrahepatic Bile Duct,5.3,514,9802431
2011,Hawaii,Liver and Intrahepatic Bile Duct,7.8,129,1379329
2011,Idaho,Liver and Intrahepatic Bile Duct,5,85,1583910
2011,Illinois,Liver and Intrahepatic Bile Duct,5.8,815,12867454
2011,Indiana,Liver and Intrahepatic Bile Duct,5.2,381,6516528
2011,Iowa,Liver and Intrahepatic Bile Duct,5.2,195,3066336
2011,Kansas,Liver and Intrahepatic Bile Duct,4.8,161,2869225
2011,Kentucky,Liver and Intrahepatic Bile Duct,6,303,4369821
2011,Louisiana,Liver and Intrahepatic Bile Duct,8.3,415,4575625
2011,Maine,Liver and Intrahepatic Bile Duct,4.3,77,1328284
2011,Maryland,Liver and Intrahepatic Bile Duct,6.3,414,5839419
2011,Massachusetts,Liver and Intrahepatic Bile Duct,6.3,489,6613583
2011,Michigan,Liver and Intrahepatic Bile Duct,5.5,659,9882412
2011,Minnesota,Liver and Intrahepatic Bile Duct,5.1,306,5346143
2011,Mississippi,Liver and Intrahepatic Bile Duct,7.2,236,2978731
2011,Missouri,Liver and Intrahepatic Bile Duct,6.1,435,6010275
2011,Montana,Liver and Intrahepatic Bile Duct,4.2,54,997316
2011,Nebraska,Liver and Intrahepatic Bile Duct,5.3,112,1840672
2011,Nevada,Liver and Intrahepatic Bile Duct,5.6,161,2712730
2011,New Hampshire,Liver and Intrahepatic Bile Duct,5,81,1320202
2011,New Jersey,Liver and Intrahepatic Bile Duct,5.6,568,8828117
2011,New Mexico,Liver and Intrahepatic Bile Duct,6.2,151,2080450
2011,New York,Liver and Intrahepatic Bile Duct,5.9,1327,19499241
2011,North Carolina,Liver and Intrahepatic Bile Duct,5.7,634,9657592
2011,North Dakota,Liver and Intrahepatic Bile Duct,3.9,31,685225
2011,Ohio,Liver and Intrahepatic Bile Duct,5.5,767,11544663
2011,Oklahoma,Liver and Intrahepatic Bile Duct,6.4,273,3788379
2011,Oregon,Liver and Intrahepatic Bile Duct,6,290,3872036
2011,Pennsylvania,Liver and Intrahepatic Bile Duct,5.4,896,12745815
2011,Rhode Island,Liver and Intrahepatic Bile Duct,7,89,1053649
2011,South Carolina,Liver and Intrahepatic Bile Duct,6.1,326,4671994
2011,South Dakota,Liver and Intrahepatic Bile Duct,4,41,823579
2011,Tennessee,Liver and Intrahepatic Bile Duct,6.6,487,6399291
2011,Texas,Liver and Intrahepatic Bile Duct,8.2,2003,25645629
2011,United States,Liver and Intrahepatic Bile Duct,6.1,21608,311556874
2011,Utah,Liver and Intrahepatic Bile Duct,5.1,116,2814384
2011,Vermont,Liver and Intrahepatic Bile Duct,4.8,37,627049
2011,Virginia,Liver and Intrahepatic Bile Duct,5.6,495,8101155
2011,Washington,Liver and Intrahepatic Bile Duct,6.7,509,6826627
2011,West Virginia,Liver and Intrahepatic Bile Duct,5.2,128,1856301
2011,Wisconsin,Liver and Intrahepatic Bile Duct,5.1,345,5705288
2011,Wyoming,Liver and Intrahepatic Bile Duct,3.6,24,567299
2012,Alabama,Liver and Intrahepatic Bile Duct,7,403,4815588
2012,Alaska,Liver and Intrahepatic Bile Duct,4.5,33,730443
2012,Arizona,Liver and Intrahepatic Bile Duct,6,458,6554978
2012,Arkansas,Liver and Intrahepatic Bile Duct,6.6,235,2952164
2012,California,Liver and Intrahepatic Bile Duct,7.8,3080,37948800
2012,Colorado,Liver and Intrahepatic Bile Duct,5.2,286,5192647
2012,Connecticut,Liver and Intrahepatic Bile Duct,6.1,266,3594547
2012,Delaware,Liver and Intrahepatic Bile Duct,6.4,72,915179
2012,District of Columbia,Liver and Intrahepatic Bile Duct,10.3,64,634924
2012,Florida,Liver and Intrahepatic Bile Duct,5.8,1556,19297822
2012,Georgia,Liver and Intrahepatic Bile Duct,6.2,621,9901430
2012,Hawaii,Liver and Intrahepatic Bile Duct,8.2,143,1394804
2012,Idaho,Liver and Intrahepatic Bile Duct,5.1,92,1595324
2012,Illinois,Liver and Intrahepatic Bile Duct,5.8,834,12882510
2012,Indiana,Liver and Intrahepatic Bile Duct,6.1,453,6537703
2012,Iowa,Liver and Intrahepatic Bile Duct,5,196,3076190
2012,Kansas,Liver and Intrahepatic Bile Duct,5.5,184,2885257
2012,Kentucky,Liver and Intrahepatic Bile Duct,6.4,332,4386346
2012,Louisiana,Liver and Intrahepatic Bile Duct,7.7,392,4600972
2012,Maine,Liver and Intrahepatic Bile Duct,5.4,99,1327729
2012,Maryland,Liver and Intrahepatic Bile Duct,6.6,440,5886992
2012,Massachusetts,Liver and Intrahepatic Bile Duct,6.2,501,6663005
2012,Michigan,Liver and Intrahepatic Bile Duct,5.7,701,9897145
2012,Minnesota,Liver and Intrahepatic Bile Duct,5.5,338,5376643
2012,Mississippi,Liver and Intrahepatic Bile Duct,7.4,251,2983816
2012,Missouri,Liver and Intrahepatic Bile Duct,6.5,472,6024367
2012,Montana,Liver and Intrahepatic Bile Duct,4.6,60,1003783
2012,Nebraska,Liver and Intrahepatic Bile Duct,4.6,98,1853303
2012,Nevada,Liver and Intrahepatic Bile Duct,4.7,144,2743996
2012,New Hampshire,Liver and Intrahepatic Bile Duct,5.5,93,1324232
2012,New Jersey,Liver and Intrahepatic Bile Duct,5.5,580,8844942
2012,New Mexico,Liver and Intrahepatic Bile Duct,7.6,180,2087309
2012,New York,Liver and Intrahepatic Bile Duct,6.3,1442,19572932
2012,North Carolina,Liver and Intrahepatic Bile Duct,5.9,661,9749476
2012,North Dakota,Liver and Intrahepatic Bile Duct,4.1,35,701176
2012,Ohio,Liver and Intrahepatic Bile Duct,5.8,826,11548923
2012,Oklahoma,Liver and Intrahepatic Bile Duct,5.8,257,3818814
2012,Oregon,Liver and Intrahepatic Bile Duct,6.9,337,3899001
2012,Pennsylvania,Liver and Intrahepatic Bile Duct,6.2,1030,12767118
2012,Rhode Island,Liver and Intrahepatic Bile Duct,6.4,87,1054621
2012,South Carolina,Liver and Intrahepatic Bile Duct,5.9,335,4717354
2012,South Dakota,Liver and Intrahepatic Bile Duct,5.8,57,833566
2012,Tennessee,Liver and Intrahepatic Bile Duct,7,533,6453898
2012,Texas,Liver and Intrahepatic Bile Duct,7.9,1986,26084481
2012,United States,Liver and Intrahepatic Bile Duct,6.3,22972,313830990
2012,Utah,Liver and Intrahepatic Bile Duct,4.6,105,2853375
2012,Vermont,Liver and Intrahepatic Bile Duct,3.8,33,626090
2012,Virginia,Liver and Intrahepatic Bile Duct,5.8,526,8185080
2012,Washington,Liver and Intrahepatic Bile Duct,7,542,6897058
2012,West Virginia,Liver and Intrahepatic Bile Duct,4.6,118,1856872
2012,Wisconsin,Liver and Intrahepatic Bile Duct,5.4,366,5719960
2012,Wyoming,Liver and Intrahepatic Bile Duct,5.8,39,576305
2013,Alabama,Liver and Intrahepatic Bile Duct,6.9,406,4830081
2013,Alaska,Liver and Intrahepatic Bile Duct,7.4,52,737068
2013,Arizona,Liver and Intrahepatic Bile Duct,6.7,533,6632764
2013,Arkansas,Liver and Intrahepatic Bile Duct,6.5,236,2959400
2013,California,Liver and Intrahepatic Bile Duct,7.8,3171,38260787
2013,Colorado,Liver and Intrahepatic Bile Duct,5.7,320,5269035
2013,Connecticut,Liver and Intrahepatic Bile Duct,5.1,231,3594841
2013,Delaware,Liver and Intrahepatic Bile Duct,7.4,86,923576
2013,District of Columbia,Liver and Intrahepatic Bile Duct,11,71,650581
2013,Florida,Liver and Intrahepatic Bile Duct,6.2,1721,19545621
2013,Georgia,Liver and Intrahepatic Bile Duct,6.3,662,9972479
2013,Hawaii,Liver and Intrahepatic Bile Duct,8,138,1408243
2013,Idaho,Liver and Intrahepatic Bile Duct,5,93,1611206
2013,Illinois,Liver and Intrahepatic Bile Duct,6.4,928,12895129
2013,Indiana,Liver and Intrahepatic Bile Duct,6.1,465,6568713
2013,Iowa,Liver and Intrahepatic Bile Duct,4.8,188,3092997
2013,Kansas,Liver and Intrahepatic Bile Duct,5.9,202,2893212
2013,Kentucky,Liver and Intrahepatic Bile Duct,6,308,4404659
2013,Louisiana,Liver and Intrahepatic Bile Duct,8.6,453,4624527
2013,Maine,Liver and Intrahepatic Bile Duct,5.1,93,1328009
2013,Maryland,Liver and Intrahepatic Bile Duct,6.7,458,5923188
2013,Massachusetts,Liver and Intrahepatic Bile Duct,7.1,576,6713315
2013,Michigan,Liver and Intrahepatic Bile Duct,5.9,743,9913065
2013,Minnesota,Liver and Intrahepatic Bile Duct,4.8,306,5413479
2013,Mississippi,Liver and Intrahepatic Bile Duct,7.6,265,2988711
2013,Missouri,Liver and Intrahepatic Bile Duct,6.3,469,6040715
2013,Montana,Liver and Intrahepatic Bile Duct,5.9,79,1013569
2013,Nebraska,Liver and Intrahepatic Bile Duct,4.6,99,1865279
2013,Nevada,Liver and Intrahepatic Bile Duct,6.1,195,2775970
2013,New Hampshire,Liver and Intrahepatic Bile Duct,5.6,97,1326622
2013,New Jersey,Liver and Intrahepatic Bile Duct,5.8,607,8856972
2013,New Mexico,Liver and Intrahepatic Bile Duct,8.2,205,2092273
2013,New York,Liver and Intrahepatic Bile Duct,6.3,1473,19624447
2013,North Carolina,Liver and Intrahepatic Bile Duct,6.5,758,9843336
2013,North Dakota,Liver and Intrahepatic Bile Duct,4.3,37,722036
2013,Ohio,Liver and Intrahepatic Bile Duct,5.7,830,11576684
2013,Oklahoma,Liver and Intrahepatic Bile Duct,6.6,297,3853214
2013,Oregon,Liver and Intrahepatic Bile Duct,6.8,344,3922468
2013,Pennsylvania,Liver and Intrahepatic Bile Duct,5.9,1020,12776309
2013,Rhode Island,Liver and Intrahepatic Bile Duct,7.6,100,1055081
2013,South Carolina,Liver and Intrahepatic Bile Duct,5.4,320,4764080
