Year,Area,Cancer Type,Age-Adjusted Rate,Death Count,Population
2008,Idaho,Lung and Bronchus,41.9,631,1534320
2008,Illinois,Lung and Bronchus,52.2,6809,12747038
2008,Indiana,Lung and Bronchus,61.8,4170,6424806
2008,Iowa,Lung and Bronchus,50,1791,3016734
2008,Kansas,Lung and Bronchus,51.6,1556,2808076
2008,Kentucky,Lung and Bronchus,74.4,3478,4289878
2008,Louisiana,Lung and Bronchus,60.1,2707,4435586
2008,Maine,Lung and Bronchus,55.6,931,1330509
2008,Maryland,Lung and Bronchus,50.3,2872,5684965
2008,Massachusetts,Lung and Bronchus,49,3552,6468967
2008,Michigan,Lung and Bronchus,54,5898,9946889
2008,Minnesota,Lung and Bronchus,44.9,2432,5247018
2008,Mississippi,Lung and Bronchus,65.3,1995,2947806
2008,Missouri,Lung and Bronchus,59.7,3943,5923916
2008,Montana,Lung and Bronchus,47.4,541,976415
2008,Nebraska,Lung and Bronchus,45.1,884,1796378
2008,Nevada,Lung and Bronchus,53.4,1327,2653630
2008,New Hampshire,Lung and Bronchus,47.3,684,1315906
2008,New Jersey,Lung and Bronchus,44.8,4273,8711090
2008,New Mexico,Lung and Bronchus,36.6,767,2010662
2008,New York,Lung and Bronchus,43.8,9230,19212436
2008,North Carolina,Lung and Bronchus,55.2,5369,9309449
2008,North Dakota,Lung and Bronchus,44.3,338,657569
2008,Ohio,Lung and Bronchus,56.5,7345,11515391
2008,Oklahoma,Lung and Bronchus,59.6,2386,3668976
2008,Oregon,Lung and Bronchus,49.6,2079,3768748
2008,Pennsylvania,Lung and Bronchus,50.8,7950,12612285
2008,Rhode Island,Lung and Bronchus,55.8,692,1055003
2008,South Carolina,Lung and Bronchus,55.9,2759,4528996
2008,South Dakota,Lung and Bronchus,47.8,444,799124
2008,Tennessee,Lung and Bronchus,63.5,4296,6247411
2008,Texas,Lung and Bronchus,46.3,9647,24309039
2008,United States,Lung and Bronchus,49.6,158592,304093966
2008,Utah,Lung and Bronchus,18.8,371,2663029
2008,Vermont,Lung and Bronchus,52.4,380,624151
2008,Virginia,Lung and Bronchus,51.1,3969,7833496
2008,Washington,Lung and Bronchus,48.6,3150,6562231
2008,West Virginia,Lung and Bronchus,62.2,1468,1840310
2008,Wisconsin,Lung and Bronchus,46.9,2912,5640996
2008,Wyoming,Lung and Bronchus,41,223,546043
2009,Alabama,Lung and Bronchus,61.4,3287,4757938
2009,Alaska,Lung and Bronchus,56.5,266,698895
2009,Arizona,Lung and Bronchus,40,2725,6343154
2009,Arkansas,Lung and Bronchus,64.7,2151,2896843
2009,California,Lung and Bronchus,37.9,13119,36961229
2009,Colorado,Lung and Bronchus,36.4,1639,4972195
2009,Connecticut,Lung and Bronchus,43.1,1772,3561807
2009,Delaware,Lung and Bronchus,51.5,531,891730
2009,District of Columbia,Lung and Bronchus,41.4,236,592228
2009,Florida,Lung and Bronchus,47.8,11903,18652644
2009,Georgia,Lung and Bronchus,52,4505,9620846
2009,Hawaii,Lung and Bronchus,34.6,544,1346717
2009,Idaho,Lung and Bronchus,41.4,641,1554439
2009,Illinois,Lung and Bronchus,50.3,6646,12796778
2009,Indiana,Lung and Bronchus,59.4,4067,6459325
2009,Iowa,Lung and Bronchus,48.6,1758,3032870
2009,Kansas,Lung and Bronchus,51.4,1571,2832704
2009,Kentucky,Lung and Bronchus,68.8,3292,4317074
2009,Louisiana,Lung and Bronchus,58.6,2704,4491648
2009,Maine,Lung and Bronchus,53.7,912,1329590
2009,Maryland,Lung and Bronchus,48.6,2843,5730388
2009,Massachusetts,Lung and Bronchus,48.9,3574,6517613
2009,Michigan,Lung and Bronchus,54.2,6006,9901591
2009,Minnesota,Lung and Bronchus,43.1,2400,5281203
2009,Mississippi,Lung and Bronchus,62.4,1931,2958774
2009,Missouri,Lung and Bronchus,57.1,3845,5961088
2009,Montana,Lung and Bronchus,40.4,477,983982
2009,Nebraska,Lung and Bronchus,44.2,883,1812683
2009,Nevada,Lung and Bronchus,51.9,1329,2684665
2009,New Hampshire,Lung and Bronchus,50.9,747,1316102
2009,New Jersey,Lung and Bronchus,42.9,4161,8755602
2009,New Mexico,Lung and Bronchus,32.5,700,2036802
2009,New York,Lung and Bronchus,42.2,9005,19307066
2009,North Carolina,Lung and Bronchus,54,5395,9449566
2009,North Dakota,Lung and Bronchus,39.1,309,664968
2009,Ohio,Lung and Bronchus,56.7,7498,11528896
2009,Oklahoma,Lung and Bronchus,60.1,2444,3717572
2009,Oregon,Lung and Bronchus,48.4,2069,3808600
2009,Pennsylvania,Lung and Bronchus,49.2,7760,12666858
2009,Rhode Island,Lung and Bronchus,48.8,611,1053646
2009,South Carolina,Lung and Bronchus,54.8,2778,4589872
2009,South Dakota,Lung and Bronchus,41.2,386,807067
2009,Tennessee,Lung and Bronchus,63.5,4390,6306019
2009,Texas,Lung and Bronchus,44.8,9575,24801761
2009,United States,Lung and Bronchus,48.4,158081,306771529
2009,Utah,Lung and Bronchus,21,424,2723421
2009,Vermont,Lung and Bronchus,50.2,374,624817
2009,Virginia,Lung and Bronchus,49.8,4002,7925937
2009,Washington,Lung and Bronchus,47.5,3212,6667426
2009,West Virginia,Lung and Bronchus,65.2,1560,1847775
2009,Wisconsin,Lung and Bronchus,45.5,2884,5669264
2009,Wyoming,Lung and Bronchus,41.7,240,559851
2010,Alabama,Lung and Bronchus,59.7,3236,4785437
2010,Alaska,Lung and Bronchus,49.8,241,713910
2010,Arizona,Lung and Bronchus,38.7,2722,6407172
2010,Arkansas,Lung and Bronchus,62.6,2127,2921964
2010,California,Lung and Bronchus,36.4,12960,37319502
2010,Colorado,Lung and Bronchus,35.1,1635,5047349
2010,Connecticut,Lung and Bronchus,44.2,1855,3579114
2010,Delaware,Lung and Bronchus,57.8,603,899593
2010,District of Columbia,Lung and Bronchus,38.6,226,605226
2010,Florida,Lung and Bronchus,47,12009,18845537
2010,Georgia,Lung and Bronchus,49.2,4418,9711881
2010,Hawaii,Lung and Bronchus,34.1,548,1363963
2010,Idaho,Lung and Bronchus,38.6,612,1570746
2010,Illinois,Lung and Bronchus,49.9,6671,12840503
2010,Indiana,Lung and Bronchus,58.5,4096,6490432
2010,Iowa,Lung and Bronchus,47.5,1741,3050745
2010,Kansas,Lung and Bronchus,47.9,1502,2858190
2010,Kentucky,Lung and Bronchus,73.9,3570,4348181
2010,Louisiana,Lung and Bronchus,57.7,2724,4544532
2010,Maine,Lung and Bronchus,55.1,957,1327629
2010,Maryland,Lung and Bronchus,45.9,2745,5788645
2010,Massachusetts,Lung and Bronchus,47.1,3552,6566307
2010,Michigan,Lung and Bronchus,52.2,5913,9877510
2010,Minnesota,Lung and Bronchus,41.5,2370,5310828
2010,Mississippi,Lung and Bronchus,61.7,1958,2970548
2010,Missouri,Lung and Bronchus,57.2,3909,5995974
2010,Montana,Lung and Bronchus,39.6,478,990697
2010,Nebraska,Lung and Bronchus,45.9,929,1829542
2010,Nevada,Lung and Bronchus,47.3,1251,2702405
2010,New Hampshire,Lung and Bronchus,46.4,695,1316762
2010,New Jersey,Lung and Bronchus,42.2,4171,8799446
2010,New Mexico,Lung and Bronchus,34.2,756,2064552
2010,New York,Lung and Bronchus,42.1,9112,19399878
2010,North Carolina,Lung and Bronchus,53.7,5514,9574323
2010,North Dakota,Lung and Bronchus,37.4,298,674715
2010,Ohio,Lung and Bronchus,54.7,7345,11539336
2010,Oklahoma,Lung and Bronchus,57.9,2402,3759944
2010,Oregon,Lung and Bronchus,47.2,2066,3837491
2010,Pennsylvania,Lung and Bronchus,48.9,7793,12711160
2010,Rhode Island,Lung and Bronchus,48.9,614,1053959
2010,South Carolina,Lung and Bronchus,52.5,2723,4635649
2010,South Dakota,Lung and Bronchus,45.4,433,816166
2010,Tennessee,Lung and Bronchus,62.4,4415,6355311
2010,Texas,Lung and Bronchus,43.3,9519,25241971
2010,United States,Lung and Bronchus,47.4,158248,309321666
2010,Utah,Lung and Bronchus,21.5,459,2775332
2010,Vermont,Lung and Bronchus,53.8,405,625879
2010,Virginia,Lung and Bronchus,48.5,3974,8023699
2010,Washington,Lung and Bronchus,46.8,3236,6742830
2010,West Virginia,Lung and Bronchus,64.7,1555,1854239
2010,Wisconsin,Lung and Bronchus,46.2,2971,5690475
2010,Wyoming,Lung and Bronchus,39.4,234,564487
2011,Alabama,Lung and Bronchus,56.9,3164,4799069
2011,Alaska,Lung and Bronchus,50.4,265,722128
2011,Arizona,Lung and Bronchus,36.7,2665,6472643
2011,Arkansas,Lung and Bronchus,61.2,2112,2940667
2011,California,Lung and Bronchus,34.9,12742,37638369
2011,Colorado,Lung and Bronchus,32.9,1590,5121108
2011,Connecticut,Lung and Bronchus,40.5,1734,3588283
2011,Delaware,Lung and Bronchus,52.2,558,907381
2011,District of Columbia,Lung and Bronchus,40.3,236,619800
2011,Florida,Lung and Bronchus,45.1,11818,19053237
2011,Georgia,Lung and Bronchus,48.6,4472,9802431
2011,Hawaii,Lung and Bronchus,33,543,1379329
2011,Idaho,Lung and Bronchus,37.7,619,1583910
2011,Illinois,Lung and Bronchus,48.5,6616,12867454
2011,Indiana,Lung and Bronchus,54.5,3883,6516528
2011,Iowa,Lung and Bronchus,46.7,1730,3066336
2011,Kansas,Lung and Bronchus,47.4,1508,2869225
2011,Kentucky,Lung and Bronchus,69.1,3389,4369821
2011,Louisiana,Lung and Bronchus,56.5,2707,4575625
2011,Maine,Lung and Bronchus,51.8,920,1328284
2011,Maryland,Lung and Bronchus,43.9,2690,5839419
2011,Massachusetts,Lung and Bronchus,44.8,3414,6613583
2011,Michigan,Lung and Bronchus,51.1,5868,9882412
2011,Minnesota,Lung and Bronchus,39.8,2320,5346143
2011,Mississippi,Lung and Bronchus,59.3,1928,2978731
2011,Missouri,Lung and Bronchus,55.1,3833,6010275
2011,Montana,Lung and Bronchus,47.7,584,997316
2011,Nebraska,Lung and Bronchus,42.5,866,1840672
2011,Nevada,Lung and Bronchus,48.8,1321,2712730
2011,New Hampshire,Lung and Bronchus,51.7,798,1320202
2011,New Jersey,Lung and Bronchus,41.3,4119,8828117
2011,New Mexico,Lung and Bronchus,30.8,703,2080450
2011,New York,Lung and Bronchus,41,9059,19499241
2011,North Carolina,Lung and Bronchus,52.5,5535,9657592
2011,North Dakota,Lung and Bronchus,41.1,331,685225
2011,Ohio,Lung and Bronchus,54.5,7402,11544663
2011,Oklahoma,Lung and Bronchus,59.4,2501,3788379
2011,Oregon,Lung and Bronchus,46.1,2063,3872036
2011,Pennsylvania,Lung and Bronchus,47.5,7690,12745815
2011,Rhode Island,Lung and Bronchus,48,599,1053649
2011,South Carolina,Lung and Bronchus,51.8,2783,4671994
2011,South Dakota,Lung and Bronchus,47.3,457,823579
2011,Tennessee,Lung and Bronchus,59.4,4321,6399291
2011,Texas,Lung and Bronchus,42.7,9705,25645629
2011,United States,Lung and Bronchus,46,156953,311556874
2011,Utah,Lung and Bronchus,20.2,440,2814384
2011,Vermont,Lung and Bronchus,49,376,627049
2011,Virginia,Lung and Bronchus,47.5,4000,8101155
2011,Washington,Lung and Bronchus,44.1,3130,6826627
2011,West Virginia,Lung and Bronchus,61.9,1502,1856301
2011,Wisconsin,Lung and Bronchus,47.4,3118,5705288
2011,Wyoming,Lung and Bronchus,38.3,226,567299
2012,Alabama,Lung and Bronchus,54.2,3065,4815588
2012,Alaska,Lung and Bronchus,51.3,260,730443
2012,Arizona,Lung and Bronchus,37.1,2803,6554978
2012,Arkansas,Lung and Bronchus,60.7,2130,2952164
2012,California,Lung and Bronchus,33.4,12501,37948800
2012,Colorado,Lung and Bronchus,31.8,1590,5192647
2012,Connecticut,Lung and Bronchus,37.4,1651,3594547
2012,Delaware,Lung and Bronchus,52.3,580,915179
2012,District of Columbia,Lung and Bronchus,39.7,241,634924
2012,Florida,Lung and Bronchus,44.4,11981,19297822
2012,Georgia,Lung and Bronchus,49,4640,9901430
2012,Hawaii,Lung and Bronchus,29,495,1394804
2012,Idaho,Lung and Bronchus,36.6,620,1595324
2012,Illinois,Lung and Bronchus,47.8,6678,12882510
2012,Indiana,Lung and Bronchus,54.9,3975,6537703
2012,Iowa,Lung and Bronchus,46.3,1749,3076190
2012,Kansas,Lung and Bronchus,46.4,1502,2885257
2012,Kentucky,Lung and Bronchus,68.8,3479,4386346
2012,Louisiana,Lung and Bronchus,55.5,2740,4600972
2012,Maine,Lung and Bronchus,53.1,958,1327729
2012,Maryland,Lung and Bronchus,43.7,2744,5886992
2012,Massachusetts,Lung and Bronchus,44.4,3458,6663005
2012,Michigan,Lung and Bronchus,49.6,5847,9897145
2012,Minnesota,Lung and Bronchus,39.2,2333,5376643
2012,Mississippi,Lung and Bronchus,58.2,1907,2983816
2012,Missouri,Lung and Bronchus,55.9,3992,6024367
2012,Montana,Lung and Bronchus,39.3,495,1003783
2012,Nebraska,Lung and Bronchus,43.3,905,1853303
2012,Nevada,Lung and Bronchus,46.2,1313,2743996
2012,New Hampshire,Lung and Bronchus,46.9,750,1324232
2012,New Jersey,Lung and Bronchus,39.4,4041,8844942
2012,New Mexico,Lung and Bronchus,32.7,764,2087309
2012,New York,Lung and Bronchus,41.1,9206,19572932
2012,North Carolina,Lung and Bronchus,50,5458,9749476
2012,North Dakota,Lung and Bronchus,42.6,348,701176
2012,Ohio,Lung and Bronchus,54.2,7525,11548923
2012,Oklahoma,Lung and Bronchus,55.4,2380,3818814
2012,Oregon,Lung and Bronchus,45.6,2104,3899001
2012,Pennsylvania,Lung and Bronchus,46.8,7712,12767118
2012,Rhode Island,Lung and Bronchus,48.1,628,1054621
2012,South Carolina,Lung and Bronchus,51.8,2865,4717354
2012,South Dakota,Lung and Bronchus,43.9,435,833566
2012,Tennessee,Lung and Bronchus,58.7,4359,6453898
2012,Texas,Lung and Bronchus,41.1,9665,26084481
2012,United States,Lung and Bronchus,45,157423,313830990
2012,Utah,Lung and Bronchus,20.5,453,2853375
2012,Vermont,Lung and Bronchus,42.6,345,626090
2012,Virginia,Lung and Bronchus,46.1,3998,8185080
2012,Washington,Lung and Bronchus,42.6,3112,6897058
2012,West Virginia,Lung and Bronchus,59.6,1483,1856872
2012,Wisconsin,Lung and Bronchus,43.5,2930,5719960
2012,Wyoming,Lung and Bronchus,37.8,230,576305
2013,Alabama,Lung and Bronchus,54.8,3164,4830081
2013,Alaska,Lung and Bronchus,47.4,273,737068
2013,Arizona,Lung and Bronchus,35.6,2783,6632764
2013,Arkansas,Lung and Bronchus,60.5,2168,2959400
2013,California,Lung and Bronchus,32.3,12464,38260787
2013,Colorado,Lung and Bronchus,30.1,1561,5269035
2013,Connecticut,Lung and Bronchus,37.5,1667,3594841
2013,Delaware,Lung and Bronchus,47.7,552,923576
2013,District of Columbia,Lung and Bronchus,42.1,259,650581
2013,Florida,Lung and Bronchus,42.8,11915,19545621
2013,Georgia,Lung and Bronchus,46.5,4594,9972479
2013,Hawaii,Lung and Bronchus,32.1,556,1408243
2013,Idaho,Lung and Bronchus,36.4,628,1611206
2013,Illinois,Lung and Bronchus,45.8,6532,12895129
2013,Indiana,Lung and Bronchus,54.4,4025,6568713
2013,Iowa,Lung and Bronchus,46.9,1802,3092997
2013,Kansas,Lung and Bronchus,44.3,1446,2893212
2013,Kentucky,Lung and Bronchus,69.5,3559,4404659
2013,Louisiana,Lung and Bronchus,53.7,2716,4624527
2013,Maine,Lung and Bronchus,55.2,1025,1328009
2013,Maryland,Lung and Bronchus,41.2,2672,5923188
2013,Massachusetts,Lung and Bronchus,41.6,3332,6713315
2013,Michigan,Lung and Bronchus,47.9,5758,9913065
2013,Minnesota,Lung and Bronchus,39.1,2391,5413479
2013,Mississippi,Lung and Bronchus,58.8,1975,2988711
2013,Missouri,Lung and Bronchus,54.8,4000,6040715
2013,Montana,Lung and Bronchus,37.9,490,1013569
2013,Nebraska,Lung and Bronchus,42.9,913,1865279
2013,Nevada,Lung and Bronchus,45.7,1335,2775970
2013,New Hampshire,Lung and Bronchus,42.1,691,1326622
2013,New Jersey,Lung and Bronchus,38.5,4006,8856972
2013,New Mexico,Lung and Bronchus,30.6,736,2092273
2013,New York,Lung and Bronchus,39.5,9074,19624447
2013,North Carolina,Lung and Bronchus,49.3,5510,9843336
2013,North Dakota,Lung and Bronchus,41.1,344,722036
2013,Ohio,Lung and Bronchus,51.4,7258,11576684
2013,Oklahoma,Lung and Bronchus,56.9,2490,3853214
2013,Oregon,Lung and Bronchus,42.5,2008,3922468
2013,Pennsylvania,Lung and Bronchus,45.1,7536,12776309
2013,Rhode Island,Lung and Bronchus,50.4,665,1055081
2013,South Carolina,Lung and Bronchus,49.4,2833,4764080
2013,South Dakota,Lung and Bronchus,41.5,415,842316
2013,Tennessee,Lung and Bronchus,56.5,4315,6494340
2013,Texas,Lung and Bronchus,39,9439,26480266
2013,United States,Lung and Bronchus,43.5,156176,315993715
2013,Utah,Lung and Bronchus,18.8,437,2897640
2013,Vermont,Lung and Bronchus,42.7,351,626210
2013,Virginia,Lung and Bronchus,43.4,3894,8252427
2013,Washington,Lung and Bronchus,40.1,3020,6963985
2013,West Virginia,Lung and Bronchus,56.9,1437,1853914
2013,Wisconsin,Lung and Bronchus,42.7,2932,5736754
2013,Wyoming,Lung and Bronchus,36.1,230,582122
2014,Alabama,Lung and Bronchus,52.7,3117,4841799
2014,Alaska,Lung and Bronchus,40.3,237,736283
2014,Arizona,Lung and Bronchus,33.4,2707,6730413
2014,Arkansas,Lung and Bronchus,56.1,2054,2967392
2014,California,Lung and Bronchus,31,12284,38596972
2014,Colorado,Lung and Bronchus,29.3,1581,5350101
2014,Connecticut,Lung and Bronchus,36.4,1654,3594524
2014,Delaware,Lung and Bronchus,46,549,932487
2014,District of Columbia,Lung and Bronchus,38.6,244,662328
2014,Florida,Lung and Bronchus,41,11756,19845911
2014,Georgia,Lung and Bronchus,45.5,4616,10067278
2014,Hawaii,Lung and Bronchus,31.6,565,1414538
2014,Idaho,Lung and Bronchus,36.5,659,1631112
2014,Illinois,Lung and Bronchus,45.8,6650,12884493
2014,Indiana,Lung and Bronchus,53.4,4048,6593644
2014,Iowa,Lung and Bronchus,43,1675,3109350
2014,Kansas,Lung and Bronchus,47.4,1578,2900475
2014,Kentucky,Lung and Bronchus,67.1,3530,4414349
2014,Louisiana,Lung and Bronchus,52,2686,4644013
2014,Maine,Lung and Bronchus,47.7,917,1330513
2014,Maryland,Lung and Bronchus,41.6,2750,5957283
2014,Massachusetts,Lung and Bronchus,40.5,3302,6762596
2014,Michigan,Lung and Bronchus,48.4,5942,9929848
2014,Minnesota,Lung and Bronchus,39.4,2481,5451079
2014,Mississippi,Lung and Bronchus,56.7,1944,2990468
2014,Missouri,Lung and Bronchus,53.7,3984,6056202
2014,Montana,Lung and Bronchus,42.6,559,1021869
2014,Nebraska,Lung and Bronchus,41.4,886,1879321
2014,Nevada,Lung and Bronchus,45.9,1408,2817628
2014,New Hampshire,Lung and Bronchus,44.1,744,1333341
2014,New Jersey,Lung and Bronchus,37.3,3956,8864525
2014,New Mexico,Lung and Bronchus,29.9,736,2089568
2014,New York,Lung and Bronchus,36.6,8563,19651049
2014,North Carolina,Lung and Bronchus,48.5,5606,9932887
2014,North Dakota,Lung and Bronchus,38.9,326,737401
2014,Ohio,Lung and Bronchus,49.7,7156,11602700
2014,Oklahoma,Lung and Bronchus,53.1,2373,3878187
2014,Oregon,Lung and Bronchus,40.5,1980,3963244
2014,Pennsylvania,Lung and Bronchus,43.8,7426,12788313
2014,Rhode Island,Lung and Bronchus,47.7,631,1055936
2014,South Carolina,Lung and Bronchus,46.6,2773,4823617
2014,South Dakota,Lung and Bronchus,43.3,446,849129
2014,Tennessee,Lung and Bronchus,56.7,4434,6541223
2014,Texas,Lung and Bronchus,38.2,9558,26964333
2014,United States,Lung and Bronchus,42.2,155526,318301008
2014,Utah,Lung and Bronchus,19.2,452,2936879
2014,Vermont,Lung and Bronchus,48.7,397,625214
2014,Virginia,Lung and Bronchus,42.4,3900,8310993
2014,Washington,Lung and Bronchus,38.9,3036,7054655
2014,West Virginia,Lung and Bronchus,58.2,1496,1849489
2014,Wisconsin,Lung and Bronchus,42.4,2959,5751525
2014,Wyoming,Lung and Bronchus,32.3,215,582531
2015,Alabama,Lung and Bronchus,49.1,2980,4852347
2015,Alaska,Lung and Bronchus,42.1,259,737498
2015,Arizona,Lung and Bronchus,34.9,2932,6829676
2015,Arkansas,Lung and Bronchus,57.2,2124,2978048
2015,California,Lung and Bronchus,30.2,12381,38918045
2015,Colorado,Lung and Bronchus,27.9,1546,5450623
2015,Connecticut,Lung and Bronchus,34.3,1568,3587122
2015,Delaware,Lung and Bronchus,46.6,561,941252
2015,District of Columbia,Lung and Bronchus,31,204,675400
2015,Florida,Lung and Bronchus,40.3,11931,20209042
2015,Georgia,Lung and Bronchus,42.2,4448,10178447
2015,Hawaii,Lung and Bronchus,31.6,589,1422052
2015,Idaho,Lung and Bronchus,34.7,649,1651059
2015,Illinois,Lung and Bronchus,43.1,6406,12858913
2015,Indiana,Lung and Bronchus,50.2,3863,6608422
2015,Iowa,Lung and Bronchus,45.3,1790,3120960
2015,Kansas,Lung and Bronchus,44.5,1512,2909011
2015,Kentucky,Lung and Bronchus,64.3,3461,4425976
2015,Louisiana,Lung and Bronchus,50.4,2654,4664628
2015,Maine,Lung and Bronchus,50.4,978,1328262
2015,Maryland,Lung and Bronchus,37.8,2579,5985562
2015,Massachusetts,Lung and Bronchus,39,3238,6794228
2015,Michigan,Lung and Bronchus,45.9,5723,9931715
2015,Minnesota,Lung and Bronchus,37.1,2398,5482032
2015,Mississippi,Lung and Bronchus,54.9,1910,2988471
2015,Missouri,Lung and Bronchus,51.1,3870,6071732
2015,Montana,Lung and Bronchus,39.7,539,1030475
2015,Nebraska,Lung and Bronchus,41.5,913,1891277
2015,Nevada,Lung and Bronchus,42,1336,2866939
2015,New Hampshire,Lung and Bronchus,43.4,758,1336350
2015,New Jersey,Lung and Bronchus,34.9,3779,8867949
2015,New Mexico,Lung and Bronchus,29.6,744,2089291
2015,New York,Lung and Bronchus,35.8,8551,19654666
2015,North Carolina,Lung and Bronchus,45.8,5470,10031646
2015,North Dakota,Lung and Bronchus,34.5,291,754066
2015,Ohio,Lung and Bronchus,49,7193,11617527
2015,Oklahoma,Lung and Bronchus,54.1,2459,3909500
2015,Oregon,Lung and Bronchus,39,1958,4015792
2015,Pennsylvania,Lung and Bronchus,43.1,7408,12784826
2015,Rhode Island,Lung and Bronchus,47,640,1056065
2015,South Carolina,Lung and Bronchus,45.1,2775,4891938
2015,South Dakota,Lung and Bronchus,40.9,427,853988
2015,Tennessee,Lung and Bronchus,54.4,4355,6591170
2015,Texas,Lung and Bronchus,35.3,9155,27470056
2015,United States,Lung and Bronchus,40.7,153718,320635163
2015,Utah,Lung and Bronchus,19.2,471,2981835
2015,Vermont,Lung and Bronchus,41.8,352,625216
2015,Virginia,Lung and Bronchus,41.2,3900,8361808
2015,Washington,Lung and Bronchus,38.8,3116,7163657
2015,West Virginia,Lung and Bronchus,57.2,1492,1842050
2015,Wisconsin,Lung and Bronchus,40.2,2869,5760940
2015,Wyoming,Lung and Bronchus,32,213,585613
2016,Alabama,Lung and Bronchus,49.1,3009,4863525
2016,Alaska,Lung and Bronchus,38.7,230,741456
2016,Arizona,Lung and Bronchus,30.8,2702,6941072
2016,Arkansas,Lung and Bronchus,53.1,2006,2989918
2016,California,Lung and Bronchus,28,11739,39167117
2016,Colorado,Lung and Bronchus,27.9,1590,5539215
2016,Connecticut,Lung and Bronchus,33.7,1572,3578141
2016,Delaware,Lung and Bronchus,44,556,948921
2016,District of Columbia,Lung and Bronchus,27.6,186,685815
2016,Florida,Lung and Bronchus,36.5,11217,20613477
2016,Georgia,Lung and Bronchus,40.7,4400,10301890
2016,Hawaii,Lung and Bronchus,29,543,1427559
2016,Idaho,Lung and Bronchus,30.9,579,1682380
2016,Illinois,Lung and Bronchus,41.6,6242,12820527
2016,Indiana,Lung and Bronchus,49.2,3861,6634304
2016,Iowa,Lung and Bronchus,41.6,1668,3131371
2016,Kansas,Lung and Bronchus,39.2,1364,2910844
2016,Kentucky,Lung and Bronchus,61.2,3328,4438182
2016,Louisiana,Lung and Bronchus,46.3,2494,4678135
2016,Maine,Lung and Bronchus,46.4,914,1331317
2016,Maryland,Lung and Bronchus,37.7,2639,6003323
2016,Massachusetts,Lung and Bronchus,37.4,3169,6823608
2016,Michigan,Lung and Bronchus,43.5,5528,9950571
2016,Minnesota,Lung and Bronchus,35.2,2329,5522744
2016,Mississippi,Lung and Bronchus,53.8,1903,2987938
2016,Missouri,Lung and Bronchus,48,3706,6087135
2016,Montana,Lung and Bronchus,34.4,477,1040859
2016,Nebraska,Lung and Bronchus,37.6,856,1905616
2016,Nevada,Lung and Bronchus,38.5,1267,2917563
2016,New Hampshire,Lung and Bronchus,44.9,798,1342307
2016,New Jersey,Lung and Bronchus,33.8,3703,8870827
2016,New Mexico,Lung and Bronchus,27.2,701,2091630
2016,New York,Lung and Bronchus,33.5,8135,19633428
2016,North Carolina,Lung and Bronchus,45.4,5573,10154788
2016,North Dakota,Lung and Bronchus,34.6,304,754434
2016,Ohio,Lung and Bronchus,47.8,7105,11634370
2016,Oklahoma,Lung and Bronchus,49.7,2300,3926331
2016,Oregon,Lung and Bronchus,36.5,1891,4089976
2016,Pennsylvania,Lung and Bronchus,41.1,7173,12782275
2016,Rhode Island,Lung and Bronchus,41.6,570,1056770
2016,South Carolina,Lung and Bronchus,42.5,2704,4957968
2016,South Dakota,Lung and Bronchus,39.5,420,862996
2016,Tennessee,Lung and Bronchus,53.3,4337,6646010
2016,Texas,Lung and Bronchus,34.4,9193,27914410
2016,United States,Lung and Bronchus,38.5,148869,322941311
2016,Utah,Lung and Bronchus,18.4,468,3041868
2016,Vermont,Lung and Bronchus,41.6,366,623657
2016,Virginia,Lung and Bronchus,38.6,3759,8410106
2016,Washington,Lung and Bronchus,35.3,2911,7294771
2016,West Virginia,Lung and Bronchus,53,1392,1831023
2016,Wisconsin,Lung and Bronchus,38.2,2788,5772628
2016,Wyoming,Lung and Bronchus,30.3,204,584215
2017,Alabama,Lung and Bronchus,46.6,2946,4874486
2017,Alaska,Lung and Bronchus,31.3,203,739700
2017,Arizona,Lung and Bronchus,30.3,2768,7044008
2017,Arkansas,Lung and Bronchus,50.9,1954,3001345
2017,California,Lung and Bronchus,26.8,11555,39358497
2017,Colorado,Lung and Bronchus,24.8,1495,5611885
2017,Connecticut,Lung and Bronchus,31.7,1508,3573297
2017,Delaware,Lung and Bronchus,41.3,550,956823
2017,District of Columbia,Lung and Bronchus,30.3,202,694906
2017,Florida,Lung and Bronchus,35.9,11403,20963613
2017,Georgia,Lung and Bronchus,39,4392,10410330
2017,Hawaii,Lung and Bronchus,28.3,545,1424393
2017,Idaho,Lung and Bronchus,30.2,607,1717715
2017,Illinois,Lung and Bronchus,39.1,6009,12778828
2017,Indiana,Lung and Bronchus,47.4,3792,6658078
2017,Iowa,Lung and Bronchus,39.5,1620,3141550
2017,Kansas,Lung and Bronchus,39.4,1390,2908718
2017,Kentucky,Lung and Bronchus,56.7,3152,4452268
2017,Louisiana,Lung and Bronchus,46.3,2559,4670560
2017,Maine,Lung and Bronchus,44.7,919,1334612
2017,Maryland,Lung and Bronchus,36.1,2575,6023868
2017,Massachusetts,Lung and Bronchus,35.4,3074,6859789
2017,Michigan,Lung and Bronchus,42.4,5502,9973114
2017,Minnesota,Lung and Bronchus,34.2,2316,5566230
2017,Mississippi,Lung and Bronchus,49.4,1804,2988510
2017,Missouri,Lung and Bronchus,46.7,3690,6106670
2017,Montana,Lung and Bronchus,32.6,465,1052482
2017,Nebraska,Lung and Bronchus,35.9,815,1915947
2017,Nevada,Lung and Bronchus,38.4,1312,2969905
